mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
06245001	Townsend Cromwell	JPO 212	300	100	grab, undifferentiated	1975	06	6	1220	59	15	30	N	141	51	29	W	m	59.255	-141.8548	247		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	279	104	grab, shipek	1975	06	3	2359	59	49	10	N	142	36	59	W	m	59.8183	-142.6098	168		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	267	104	grab, shipek	1975	06	4	0540	59	42	30	N	142	27	24	W	m	59.705	-142.454	258		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	254	104	grab, shipek	1975	06	6	0145	59	31	30	N	142	39	49	W	m	59.5217	-142.6582	402		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	248	100	grab, undifferentiated	1975	06	3	1055	59	58	30	N	143	33	39	W	m	59.9717	-143.5565	22		GRAB SAMPLE		
41995002	Multiple	unknown	AJT7129	0	unknown					70	39	40	N	149	45	00	W	m	70.6567	-149.75	14				
41995002	Multiple	unknown	AJT7135	0	unknown					70	52	00	N	150	30	00	W	m	70.8667	-150.5	19				
41995002	Multiple	unknown	AJT7119	0	unknown					70	29	20	N	148	30	00	W	m	70.4867	-148.5	8				
41995002	Multiple	unknown	AJT7125	0	unknown					70	38	30	N	149	00	00	W	m	70.6383	-149	18				
06245001	Townsend Cromwell	JPO 212	48	100	grab, undifferentiated	1975	05	29	0001	59	59	10	N	146	42	09	W	m	59.985	-146.7015	91		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	485	104	grab, shipek	1975	11	07	1129	59	37	90	N	141	36	50	W	m	59.6317	-141.6083	115		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	461	104	grab, shipek	1975	10	29	0223	60	18	70	N	145	56	50	W	m	60.3117	-145.9417	34		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	452	104	grab, shipek	1975	10	25	0526	59	50	40	N	148	10	70	W	m	59.84	-148.1783	77		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	35	104	grab, shipek	1975	05	29	1950	59	25	00	N	146	12	19	W	m	59.4167	-146.2032	44		SHIPEK GRAB		
41995001	Multiple	RU529OCS	02SL_A	100	grab, undifferentiated	1977	08	03		70	32	80	N	149	34	70	W	m	70.5467	-149.5783	1		GRAB SAMPLE		
41055001	Glacier	OCSRU529	000040	107	grab, smith-mcintyre	1977	09	03		71	10	00	N	152	09	00	W	m	71.1667	-152.15	24		SMITH-MCINTYRE		
20995002	Thomas G. Thompson	TT051	005_016	400	core, gravity undiff.	1970	08	16		68	23	50	N	170	52	00	W	m	68.3917	-170.8667	54	73			
20995002	Thomas G. Thompson	TT043	050_093	100	grab, undifferentiated	1969	09	19		65	07	70	N	167	29	20	W	m	65.1283	-167.4867	17				
20995002	Thomas G. Thompson	TT051	001	100	grab, undifferentiated	1970	08	14		65	56	20	N	167	59	50	W	m	65.9367	-167.9917	32				
20995002	Thomas G. Thompson	TT051	003_010	400	core, gravity undiff.	1970	08	15		67	40	60	N	168	26	70	W	m	67.6767	-168.445	48	48			
06245001	Townsend Cromwell	JPO 212	241	100	grab, undifferentiated	1975	06	3	0713	59	43	20	N	143	26	59	W	m	59.72	-143.4432	311		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	244	100	grab, undifferentiated	1975	06	3	0413	59	30	70	N	143	17	39	W	m	59.5117	-143.2898	640		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	24	100	grab, undifferentiated	1975	05	28	1907	60	01	20	N	147	14	99	W	m	60.02	-147.2498	143		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	231	103	grab, van veen	1975	06	02	2040	59	56	90	N	144	09	70	W	m	59.9483	-144.1617	32		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	234	100	grab, undifferentiated	1975	06	3	0048	59	42	70	N	143	47	59	W	m	59.7117	-143.7932	198		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	229	100	grab, undifferentiated	1975	06	2	1300	59	34	00	N	144	01	19	W	m	59.5667	-144.0198	1190		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	210	104	grab, shipek	1975	06	2	0355	59	36	90	N	144	30	49	W	m	59.615	-144.5082	146		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	214	100	grab, undifferentiated	1975	06	2	0737	59	43	70	N	144	28	59	W	m	59.7283	-144.4765	55		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	21	104	grab, shipek	1975	05	30	0544	59	27	80	N	146	38	49	W	m	59.4633	-146.6415	77		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	20	104	grab, shipek	1975	05	30	0601	59	28	50	N	146	41	80	W	m	59.475	-146.6967	103		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	203	100	grab, undifferentiated	1975	06	1	2349	59	32	50	N	144	36	39	W	m	59.5417	-144.6065	170		GRAB SAMPLE		
20995002	Northwind	NW161	002	100	grab, undifferentiated	1961	07	12		55	16	00	N	164	30	00	W	m	55.2667	-164.5	91				
20995002	Thomas G. Thompson	TT042	117_260	400	core, gravity undiff.	1969	09	06		60	56	70	N	172	15	10	W	m	60.945	-172.2517	65	44			
20995002	Thomas G. Thompson	TT042	108_240	500	core, piston undiff.	1969	09	04		63	00	70	N	173	01	90	W	m	63.0117	-173.0317	67	508			
20995002	Thomas G. Thompson	TT042	111_245	100	grab, undifferentiated	1969	09	05		62	31	80	N	172	51	90	W	m	62.53	-172.865	60				
20995002	Brown Bear	BB236	110	0	unknown	1959	08	21		67	40	00	N	165	16	00	W	m	67.6667	-165.2667	27				
20995002	Brown Bear	BB236	083	0	unknown	1959	08	16		67	48	00	N	165	51	00	W	m	67.8	-165.85	34				
20995002	Brown Bear	BB236	086	0	unknown	1959	08	19		66	38	00	N	163	58	00	W	m	66.6333	-163.9667	14				
20995002	Brown Bear	BB236	096	100	grab, undifferentiated	1959	08	20		67	09	00	N	164	00	00	W	m	67.15	-164	18	0			
41005002	Unknown Platform	OCSSEDAN	N24	103	grab, van veen					64	29	70	N	168	28	30	W	m	64.495	-168.4717	40		VAN VEEN GRAB		
20995002	Thomas G. Thompson	TT042	107_234	100	grab, undifferentiated	1969	09	04		63	09	80	N	173	05	10	W	m	63.1633	-173.085	69				
20995002	Thomas G. Thompson	TT042	102_228	100	grab, undifferentiated	1969	09	04		63	43	30	N	172	25	40	W	m	63.7217	-172.4233	52				
20995002	Thomas G. Thompson	TT042	105_231	100	grab, undifferentiated	1969	09	04		63	34	40	N	173	12	10	W	m	63.5733	-173.2017	67				
20995002	Thomas G. Thompson	TT042	097_218	100	grab, undifferentiated	1969	09	03		62	26	40	N	172	15	10	W	m	62.44	-172.2517	50				
20995002	Thomas G. Thompson	TT042	082_189	100	grab, undifferentiated	1969	08	31		62	21	10	N	167	42	30	W	m	62.3517	-167.705	30				
20995002	Thomas G. Thompson	TT042	085_194	100	grab, undifferentiated	1969	08	31		62	34	10	N	167	05	00	W	m	62.5683	-167.0833	32				
20995002	Thomas G. Thompson	TT042	091_206	100	grab, undifferentiated	1969	09	02		62	28	20	N	168	14	40	W	m	62.47	-168.24	35				
20995002	Thomas G. Thompson	TT042	075_171	100	grab, undifferentiated	1969	08	30		60	12	20	N	167	34	60	W	m	60.2033	-167.5767	40				
20995002	Thomas G. Thompson	TT042	078_178	100	grab, undifferentiated	1969	08	31		61	15	50	N	167	55	90	W	m	61.2583	-167.9317	29				
20995002	Thomas G. Thompson	TT042	071_162	500	core, piston undiff.	1969	08	30		59	49	50	N	170	30	00	W	m	59.825	-170.5	61	385			
20995002	Alpha II Ice Station	DISA2	008	101	grab, orange peel	1959	07	09		77	33	00	N	160	24	90	W	m	77.55	-160.415	1125				
20995002	Multiple	ANC69	150	101	grab, orange peel	1962	09	08		69	35	90	N	166	03	90	W	m	69.5983	-166.065	40				
20995002	Multiple	ANC69	162	101	grab, orange peel	1962	09	11		70	06	90	N	164	55	50	W	m	70.115	-164.925	40				
09035004	Silas Bent	L.I. 438	2	406	core, gravity, ewing	1972	08	17		53	09	30	N	148	13	80	W	m	53.155	-148.23	4352	212	EWING GRAV CORE		
20995002	Northwind	NW362	038	101	grab, orange peel	1962	10	16		72	00	00	N	161	59	00	W	m	72	-161.9833	29				
20995002	Northwind	NW362	042	101	grab, orange peel	1962	10	17		71	00	00	N	160	00	00	W	m	71	-160					
20995002	Northwind	NW362	048	101	grab, orange peel	1962	10	18		71	00	00	N	170	47	00	W	m	71	-170.7833	40				
20995002	Northwind	NW362	026	101	grab, orange peel	1962	10	14		71	32	30	N	176	33	00	W	m	71.5383	-176.55	26				
20995002	Northwind	NW362	030	101	grab, orange peel	1962	10	15		70	30	00	N	177	30	00	W	m	70.5	-177.5	48				
20995002	Northwind	NW362	006	401	core, gravity, phleger	1962	10	10		69	08	50	N	179	02	50	W	m	69.1417	-179.0417	41				
20995002	Northwind	NW362	003	101	grab, orange peel	1962	10	06		67	00	00	N	165	01	00	W	m	67	-165.0167	26				
20995002	Northwind	NW262	024	501	core, piston, kullenberg	1962	09	12		63	30	00	N	177	01	00	W	m	63.5	-177.0167	90	118			
20995002	Northwind	NW262	028	501	core, piston, kullenberg	1962	09	12		62	01	00	N	175	58	00	W	m	62.0167	-175.9667	90	61			
20995002	Northwind	NW262	014	101	grab, orange peel	1962	09	10		64	00	00	N	179	46	50	W	m	64	-179.775	0	0			
20995002	Northwind	NW262	018	401	core, gravity, phleger	1962	09	11		63	00	00	N	178	00	00	W	m	63	-178	0	33			
20995002	Northwind	NW262	009	401	core, gravity, phleger	1962	09	09		64	30	00	N	176	00	00	W	m	64.5	-176	0	28			
09995040	Northwind	31501	74	100	grab, undifferentiated	1955	03	17		63	52	00	N	165	50	00	W	m	63.8667	-165.8333	16		GRAB SAMPLE		
41055001	Glacier	OCSRU529	000020	107	grab, smith-mcintyre	1977	08	27		70	32	00	N	143	56	00	W	m	70.5333	-143.9333	57		SMITH-MCINTYRE		
41055001	Glacier	OCSRU529	000011	107	grab, smith-mcintyre	1977	08	25		70	31	00	N	141	35	00	W	m	70.5167	-141.5833	406		SMITH-MCINTYRE		
41055001	Glacier	OCSRU529	000006	107	grab, smith-mcintyre	1977	08	21		72	46	00	N	146	22	00	W	m	72.7667	-146.3667	3566		SMITH-MCINTYRE		
41025001	Miller Freeman	OCS818	061	103	grab, van veen	1975	08	28		59	39	00	N	168	21	80	W	m	59.65	-168.3633	38		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	070	103	grab, van veen	1975	08	21		58	29	00	N	172	13	00	W	m	58.4833	-172.2167	106		VAN VEEN GRAB		
41005002	Unknown Platform	OCSSEDAN	C6	103	grab, van veen					66	23	30	N	162	14	40	W	m	66.3883	-162.24	15		VAN VEEN GRAB		
41995002	Multiple	unknown	TP79_5	0	unknown					70	26	00	N	148	14	00	W	m	70.4333	-148.2333					
41995002	Multiple	unknown	SMG1588	0	unknown					70	39	00	N	148	28	00	W	m	70.65	-148.4667	21				
41995002	Multiple	unknown	SMG1517	0	unknown					71	26	00	N	156	53	00	W	m	71.4333	-156.8833					
41995002	Multiple	unknown	SMG1568	0	unknown					71	07	00	N	153	02	00	W	m	71.1167	-153.0333	25				
41995002	Multiple	unknown	AJT7115	0	unknown					70	23	80	N	148	29	00	W	m	70.3967	-148.4833	2				
41995002	Multiple	unknown	ABP7212	0	unknown					70	08	40	N	145	29	00	W	m	70.14	-145.4833	39				
41995002	Multiple	unknown	AER7220	0	unknown					70	25	72	N	148	50	80	W	m	70.4287	-148.8467	1				
41025001	Miller Freeman	OCS818	023	103	grab, van veen	1975	10	07		58	20	00	N	161	21	10	W	m	58.3333	-161.3517	33		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	006	103	grab, van veen	1975	10	06		57	43	40	N	159	05	40	W	m	57.7233	-159.09	48		VAN VEEN GRAB		
41015001	Discoverer	OCS808	049	103	grab, van veen	1975	06	04		56	24	60	N	169	56	70	W	m	56.41	-169.945	105		VAN VEEN GRAB		
41015001	Discoverer	OCS808	031	103	grab, van veen	1975	06	06		55	21	90	N	167	46	50	W	m	55.365	-167.775	166		VAN VEEN GRAB		
41005002	Unknown Platform	OCSSEDAN	N30	103	grab, van veen					65	30	50	N	168	31	00	W	m	65.5083	-168.5167			VAN VEEN GRAB		
41005002	Unknown Platform	OCSSEDAN	N20	103	grab, van veen					64	20	10	N	163	31	00	W	m	64.335	-163.5167	20		VAN VEEN GRAB		
20995002	Northwind	NW161	019	100	grab, undifferentiated	1961	07	15		57	30	00	N	170	29	00	W	m	57.5	-170.4833	64				
20995002	Northwind	NW161	007	100	grab, undifferentiated	1961	07	13		56	43	00	N	160	31	00	W	m	56.7167	-160.5167	64				
20995002	Multiple	ANC69	179	101	grab, orange peel	1962	09	16		70	17	70	N	163	39	10	W	m	70.295	-163.6517	33				
20995002	Alpha II Ice Station	DISA2	003	101	grab, orange peel	1959	07	03		77	18	50	N	160	08	90	W	m	77.3083	-160.1483	1988				
20995002	Multiple	ANC69	103	100	grab, undifferentiated	1962	08	14		70	47	40	N	166	09	20	W	m	70.79	-166.1533	41	0			
20995002	Multiple	ANC69	106	100	grab, undifferentiated	1969	06	05		63	50	80	N	166	35	90	W	m	63.8467	-166.5983	23				
20995002	Multiple	ANC69	111	100	grab, undifferentiated	1969	06	05		63	15	50	N	166	25	00	W	m	63.2583	-166.4167	24				
20995002	Multiple	ANC69	117	100	grab, undifferentiated	1969	06	05		63	24	80	N	165	31	50	W	m	63.4133	-165.525	23	0			
20995002	Multiple	ANC69	120	100	grab, undifferentiated	1969	06	05		63	39	50	N	164	37	00	W	m	63.6583	-164.6167	13				
20995002	Multiple	ANC69	130	101	grab, orange peel	1962	08	23		70	39	40	N	164	58	00	W	m	70.6567	-164.9667	44				
20995002	Multiple	ANC69	091	101	grab, orange peel	1962	08	11		70	15	30	N	163	28	40	W	m	70.255	-163.4733	30				
20995002	Multiple	ANC69	052	101	grab, orange peel	1962	07	31		69	33	00	N	166	23	00	W	m	69.55	-166.3833	34	0			
20995002	Multiple	ANC69	055	101	grab, orange peel	1962	08	01		69	51	00	N	166	21	00	W	m	69.85	-166.35	46				
20995002	Multiple	ANC69	060	101	grab, orange peel	1962	08	04		70	59	60	N	167	52	40	W	m	70.9933	-167.8733	57				
06995003	Sea Sounder	S879WG	449	103	grab, van veen	1978	08	13	0558	56	08	13	N	154	17	33	W	m	56.1355	-154.2888	97		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	428	103	grab, van veen	1979	08	04	1034	59	49	97	N	152	06	75	W	m	59.8328	-152.1125	45		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	443	103	grab, van veen	1979	08	12	1432	56	38	56	N	152	57	42	W	m	56.6427	-152.957	82		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	423	103	grab, van veen	1979	08	04	0435	59	50	14	N	152	29	51	W	m	59.8357	-152.4918	40		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	421	103	grab, van veen	1979	08	04	0249	59	45	06	N	152	45	22	W	m	59.751	-152.7537	36		VAN VEEN GRAB		
20995002	Northwind	NW063	035	101	grab, orange peel	1963	08	11		69	00	00	N	178	30	00	W	m	69	-178.5	46				
20995002	Northwind	NW063	023	101	grab, orange peel	1963	08	09		68	10	50	N	176	00	00	W	m	68.175	-176	38				
20995002	Northwind	NW063	027	401	core, gravity, phleger	1963	08	10		69	09	00	N	173	47	00	W	m	69.15	-173.7833	52	105			
20995002	Northwind	NW063	031	401	core, gravity, phleger	1963	08	10		70	04	00	N	176	10	00	W	m	70.0667	-176.1667	57	86			
20995002	Northwind	NW063	012	100	grab, undifferentiated	1963	08	08		67	06	50	N	171	11	00	W	m	67.1083	-171.1833	51	0			
20995002	Northwind	NW063	005	100	grab, undifferentiated	1963	08	07		65	59	60	N	168	27	30	W	m	65.9933	-168.455	49	0			
09995040	Northwind	31501	24	100	grab, undifferentiated	1955	03	08		59	17	00	N	169	31	00	W	m	59.2833	-169.5167	47		GRAB SAMPLE		
09995040	Northwind	31501	30	100	grab, undifferentiated	1955	03	09		59	51	00	N	171	19	00	W	m	59.85	-171.3167	71		GRAB SAMPLE		
09995040	Northwind	31501	5A	100	grab, undifferentiated	1955	03	06		57	53	00	N	168	50	00	W	m	57.8833	-168.8333	62		GRAB SAMPLE		
06995003	Sea Sounder	S879WG	411	400	core, gravity undiff.	1979	08	02	0641	58	53	89	N	152	58	39	W	m	58.8982	-152.9732	167		GRAVITY CORE		
06995003	Sea Sounder	S879WG	416	600	core, vibrating	1979	08	03	1900	59	46	30	N	152	29	05	W	m	59.7717	-152.4842	75		VIBRATING CORE		
06995003	Sea Sounder	S878WG	353	400	core, gravity undiff.	1978	08	20	1514	56	39	90	N	153	11	08	W	m	56.665	-153.1847	148		GRAVITY CORE		
06995003	Sea Sounder	S878WG	359	400	core, gravity undiff.	1978	08	22	0121	56	46	47	N	153	10	59	W	m	56.7745	-153.1765	152		GRAVITY CORE		
06995003	Sea Sounder	S878WG	348	400	core, gravity undiff.	1978	08	20	0514	56	37	66	N	153	18	89	W	m	56.6277	-153.3148	143		GRAVITY CORE		
06995003	Sea Sounder	S878WG	342	103	grab, van veen	1978	08	18	2351	56	55	77	N	152	15	17	W	m	56.9295	-152.2528	79		VAN VEEN GRAB		
06995003	Sea Sounder	S878WG	326	103	grab, van veen	1978	08	10	1603	59	32	80	N	152	25	31	W	m	59.5467	-152.4218	55		VAN VEEN GRAB		
06995003	Sea Sounder	S878WG	330	400	core, gravity undiff.	1978	08	14	0852	58	00	96	N	150	50	59	W	m	58.016	-150.8432	135		GRAVITY CORE		
06995003	Sea Sounder	S878WG	321	103	grab, van veen	1978	08	08	1511	59	22	81	N	152	38	00	W	m	59.3802	-152.6333	68		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	131	103	grab, van veen	1976	07	26	0905	58	44	99	N	148	58	18	W	m	58.7498	-148.9697	214		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	136	103	grab, van veen	1976	07	26	1504	58	34	90	N	149	45	19	W	m	58.5817	-149.7532	125		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	128	103	grab, van veen	1976	07	26	0627	58	31	47	N	149	21	90	W	m	58.5245	-149.365	121		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	6	103	grab, van veen	1976	06	23	2146	59	19	02	N	153	41	45	W	m	59.317	-153.6908	26		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	1	103	grab, van veen	1976	06	20	1818	57	56	54	N	150	13	56	W	m	57.9423	-150.226	192		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	36	103	grab, van veen	1976	07	01	1129	59	41	50	N	152	30	00	W	m	59.6917	-152.5	46		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	44	103	grab, van veen	1976	07	03	0800	59	35	25	N	152	22	90	W	m	59.5875	-152.3817	62		VAN VEEN GRAB		
41995002	Multiple	unknown	GLA7132	0	unknown					70	54	00	N	147	59	00	W	m	70.9	-147.9833	34				
41995002	Multiple	unknown	GLA7117	0	unknown					70	50	00	N	147	06	00	W	m	70.8333	-147.1	46				
41995002	Multiple	unknown	BRSLF42	0	unknown					55	42	00	N	167	19	80	W	m	55.7	-167.33					
41995002	Multiple	unknown	GLA7121	0	unknown					71	22	80	N	147	55	00	W	m	71.38	-147.9167	2850				
41995002	Multiple	unknown	SMG1422	0	unknown					70	34	90	N	149	32	00	W	m	70.5817	-149.5333	4				
41995002	Multiple	unknown	SMG1465	0	unknown					70	10	80	N	143	33	70	W	m	70.18	-143.5617	20				
41995002	Multiple	unknown	SMG1370	0	unknown					71	27	30	N	156	22	30	W	m	71.455	-156.3717	25				
41995002	Multiple	unknown	SMG1171	0	unknown					71	20	00	N	152	37	50	W	m	71.3333	-152.625	70				
41995002	Multiple	unknown	SMG1304	0	unknown					70	41	90	N	147	51	70	W	m	70.6983	-147.8617	37				
41995002	Multiple	unknown	PWB7516	0	unknown					70	36	30	N	150	28	20	W	m	70.605	-150.47	11				
20995002	Thomas G. Thompson	TT042	072_164	100	grab, undifferentiated	1969	08	30		59	23	70	N	169	56	00	W	m	59.395	-169.9333	58				
20995002	Northwind	NW362	058	101	grab, orange peel	1962	10	20		69	00	00	N	168	58	00	W	m	69	-168.9667	53				
20995002	Northwind	NW362	062	400	core, gravity undiff.	1962	10	21		69	00	00	N	176	00	00	W	m	69	-176	51	36			
09995009	Staten Island	N00636	SI-39	100	grab, undifferentiated	1959	09	10		65	44	00	N	168	37	00	W	m	65.7333	-168.6167	53		GRAB SAMPLE		
09995009	Staten Island	N00636	SI-41	101	grab, orange peel	1959	09	11		63	00	00	N	168	00	00	W	m	63	-168	27		ORNGE PEEL GRAB		
09995009	Staten Island	N00636	SI-38	401	core, gravity, phleger	1959	09	10		67	04	00	N	168	42	00	W	m	67.0667	-168.7	46	30	PHLEGER CORE		
09995009	Staten Island	N00636	SI-1	401	core, gravity, phleger	1959	07	31		74	57	00	N	163	52	00	W	m	74.95	-163.8667	640	25	PHLEGER CORE		
41995002	Multiple	unknown	HB_B	0	unknown					70	33	00	N	150	50	00	W	m	70.55	-150.8333					
41995002	Multiple	unknown	GLA7740	0	unknown					71	10	00	N	152	09	00	W	m	71.1667	-152.15	24				
20995002	Tomcod	AWF68	358	100	grab, undifferentiated	1968	08	13		64	31	30	N	163	43	00	W	m	64.5217	-163.7167	18				
20995002	Virginia City	VC067	079	100	grab, undifferentiated	1967	08	17		64	30	10	N	165	37	20	W	m	64.5017	-165.62	16	0			
20995002	Thomas G. Thompson	TT051	153_301	400	core, gravity undiff.	1970	09	14		54	54	90	N	166	58	50	W	m	54.915	-166.975	200	36			
20995002	Thomas G. Thompson	TT051	140_277	400	core, gravity undiff.	1970	09	12		58	42	40	N	169	31	40	W	m	58.7067	-169.5233	66	79			
65005001	Unknown Platform	ALASKAG	DBC93C1	701	drive sample, hand core	1977	2	2	2000	59	54	50	N	141	23	35	W	m	59.9083	-141.3892		15	HAND CORE		
06995003	Sea Sounder	S376WG	63	103	grab, van veen	1976	07	10	1924	57	43	96	N	150	39	25	W	m	57.7327	-150.6542	90		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	30	103	grab, van veen	1976	06	30	0546	59	16	65	N	152	21	70	W	m	59.2775	-152.3617	91		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	25	103	grab, van veen	1976	06	29	0938	59	03	20	N	152	31	20	W	m	59.0533	-152.52	133		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	16	103	grab, van veen	1976	06	28	1324	59	23	20	N	153	06	60	W	m	59.3867	-153.11	48		VAN VEEN GRAB		
06995003	Sea Sounder	S276WG	2	400	core, gravity undiff.	1976	06	22	0120	59	37	55	N	151	18	17	W	m	59.6258	-151.3028	73		GRAVITY CORE		
06255005	Discoverer	D481NS	680A3	600	core, vibrating	1981	08			65			N	167			W	m	65	-167	21		VIBRACORER		
20995002	Thomas G. Thompson	TT051	143_282	100	grab, undifferentiated	1970	09	12		59	50	60	N	169	23	30	W	m	59.8433	-169.3883	48				
20995002	Thomas G. Thompson	TT051	149_292	400	core, gravity undiff.	1970	09	13		56	45	80	N	167	44	50	W	m	56.7633	-167.7417	97	50			
20995002	Thomas G. Thompson	TT051	126_253	500	core, piston undiff.	1970	09	09		57	52	30	N	171	39	40	W	m	57.8717	-171.6567	101	195			
20995002	Thomas G. Thompson	TT051	134_264	100	grab, undifferentiated	1970	09	11		56	05	00	N	170	10	00	W	m	56.0833	-170.1667	125				
20995002	Thomas G. Thompson	TT051	122_244	400	core, gravity undiff.	1970	09	08		59	35	70	N	173	05	30	W	m	59.595	-173.0883	96	104			
20995002	Thomas G. Thompson	TT051	120_238	100	grab, undifferentiated	1970	09	08		61	07	40	N	175	09	20	W	m	61.1233	-175.1533	96				
20995002	Thomas G. Thompson	TT051	115_225	500	core, piston undiff.	1970	09	07		60	01	90	N	175	08	70	W	m	60.0317	-175.145	114	437			
20995002	Thomas G. Thompson	TT051	117_232	500	core, piston undiff.	1970	09	07		60	33	60	N	176	31	80	W	m	60.56	-176.53	129	900			
20995002	Thomas G. Thompson	TT051	110_211	400	core, gravity undiff.	1970	09	06		59	50	00	N	172	11	00	W	m	59.8333	-172.1833	77	39			
20995002	Thomas G. Thompson	TT051	112_212	500	core, piston undiff.	1970	09	06		59	19	50	N	173	03	10	W	m	59.325	-173.0517	99	257			
20995002	Thomas G. Thompson	TT051	115_224	400	core, gravity undiff.	1970	09	07		60	01	90	N	175	08	70	W	m	60.0317	-175.145	114	120			
20995002	Brown Bear	BB268	75	0	unknown	1960	08			68	00	00	N	165	32	00	W	m	68	-165.5333	18				
06995003	Sea Sounder	S376WG	54	103	grab, van veen	1976	07	10	0304	58	73	62	N	150	30	26	W	m	59.227	-150.5043	175		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	150	103	grab, van veen	1976	07	28	0724	59	04	55	N	152	49	50	W	m	59.0758	-152.825	147		VAN VEEN GRAB		
20995002	Brown Bear	BB268	172	0	unknown	1960	08			67	53	00	N	166	17	00	W	m	67.8833	-166.2833	48				
41995002	Multiple	unknown	BRBAY_3	0	unknown					50	43	80	N	159	34	80	W	m	50.73	-159.58					
41995002	Multiple	unknown	BRBAY_9	0	unknown					57	01	80	N	159	06	00	W	m	57.03	-159.1					
20995002	Northwind	NW063	010	100	grab, undifferentiated	1963	08	08		67	01	00	N	168	35	00	W	m	67.0167	-168.5833	47	0			
20995002	John N. Cobb	COBB	19	0	unknown	1959	08			68	08	00	N	166	18	00	W	m	68.1333	-166.3	26				
20995002	John N. Cobb	COBB	29	0	unknown	1959	08			68	18	00	N	168	15	00	W	m	68.3	-168.25	49				
20995002	John N. Cobb	COBB	44	0	unknown	1959	08			67	31	00	N	166	35	00	W	m	67.5167	-166.5833	44				
20995002	John N. Cobb	COBB	042	100	grab, undifferentiated	1959	08	19		67	44	00	N	165	56	00	W	m	67.7333	-165.9333	53	0			
20995002	John N. Cobb	COBB	010	100	grab, undifferentiated	1959	08	09		67	34	00	N	165	02	00	W	m	67.5667	-165.0333	35	0			
20995002	Thomas G. Thompson	TT042	066_147	500	core, piston undiff.	1969	08	29		61	11	90	N	172	11	30	W	m	61.1983	-172.1883	65	226			
20995002	Thomas G. Thompson	TT042	070_158	100	grab, undifferentiated	1969	08	29		60	17	90	N	171	00	20	W	m	60.2983	-171.0033	67				
20995002	Thomas G. Thompson	TT042	050_113	100	grab, undifferentiated	1969	08	27		61	51	10	N	171	46	60	W	m	61.8517	-171.7767	55				
20995002	Thomas G. Thompson	TT042	040_092	500	core, piston undiff.	1969	08	26		62	39	80	N	175	38	70	W	m	62.6633	-175.645	84	797			
20995002	Thomas G. Thompson	TT042	098_220	100	grab, undifferentiated	1969	09	03		62	31	30	N	172	33	00	W	m	62.5217	-172.55	56				
20995002	Thomas G. Thompson	TT042	090_204	100	grab, undifferentiated	1969	09	02		62	51	40	N	168	16	90	W	m	62.8567	-168.2817	41				
41995002	Multiple	unknown	GLA7723	0	unknown					70	45	00	N	145	02	00	W	m	70.75	-145.0333	109				
41995002	Multiple	unknown	GLA7726	0	unknown					70	10	00	N	145	33	00	W	m	70.1667	-145.55	20				
41995002	Multiple	unknown	GLA7712	0	unknown					69	50	00	N	141	29	00	W	m	69.8333	-141.4833	22				
41995002	Multiple	unknown	GLA7193	0	unknown					71	25	20	N	154	28	00	W	m	71.42	-154.4667	31				
41995002	Multiple	unknown	GLA7177	0	unknown					71	04	70	N	150	28	00	W	m	71.0783	-150.4667	24				
