"","sppocean","npres","npres.tr","npres.te","ntot","auc","auc.tt","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.1deg","r2.abun.1deg","dev.pres","dev.biomass"
"137","echinarachnius parma_Atl",882,NA,NA,26818,0.91274284878452,NA,0.66774612096547,NA,0.0774137408644171,NA,0.24,0.24,0.318253342540522,0.889417147357073
"138","elassochirus cavimanus_Pac",1267,938,329,22857,0.789957440321551,0.756609616671608,0.476225591254469,0.416037611181625,0.01256561825014,0.0308170877576448,0.22,0.06,0.143137319132417,0.857389142153998
"139","eleginus gracilis_Pac",470,389,81,19266,0.936842549116426,0.872430711022103,0.40576682176583,0.241282120394433,0.128598833836266,0.134286194499869,0.39,0.16,0.394470965800467,0.715091460193413
"140","embassichthys bathybius_Pac",1403,1133,270,14436,0.987773019188813,0.986426357576531,0.203026706054912,0.13450285104585,0.511583667685809,0.442518682552427,0.86,0.64,0.746729688047783,0.27922143893922
"141","enchelyopus cimbrius_Atl",3077,1835,1242,62007,0.798554106018267,0.749980625239735,0.772079711793639,0.105803488673636,0.0491484522686031,0.118929331265674,0.22,0.21,0.156172652523279,0.924623621293845
"142","engyophrys senta_Atl",519,454,65,7766,0.721039042665458,0.621608767576508,0.255519548691123,0.0138754104561253,0.0547417294917665,0.00545963271959025,0.11,0.08,0.0856163161695435,0.255452192018191
"143","enteroctopus dofleini_Pac",1293,796,497,31074,0.795181935632049,0.665347391219148,0.278677639016779,0.140549747796307,0.0286490837260404,0.0238025944892493,0.13,0.08,0.137368554699047,0.374276603756348
"144","eopsetta jordani_Pac",4249,3322,927,17114,0.943777640188209,0.952551914778862,0.29971666951813,0.258992746566859,0.105333744626392,0.261851876181109,0.67,0.48,0.533443606885368,0.334780500769146
"145","equetus laceolatus_Atl",319,NA,NA,7766,0.923725360362672,NA,0.0831676767242627,NA,0.0575034441531465,NA,0.31,0.14,0.380744734927377,0.0825167150617165
"146","erimacrus isenbeckii_Pac",1929,1421,508,14706,0.750171269469027,0.746865199957281,0.189201732987364,0.169439693614016,0.0463510990328647,0.0670404794565088,0.18,0.09,0.121724038445997,0.672120949230864
"147","etropus crossotus_Atl",1826,1645,181,7766,0.699475818794002,0.647302804310359,0.128990810255492,0.00474850825211886,0.0406260577870548,0.0128886998530774,0.16,0.35,0.0833530011706358,0.128939906298278
"148","etropus microstomus_Atl",550,313,237,15763,0.864262502763767,0.809317439983777,0.770381737753831,0.087142637850618,0.034460595767971,0.0387756620955989,0.19,0.16,0.228151437088592,0.931772146646537
"149","etrumeus teres_Atl",1755,1321,434,23478,0.814768885578604,0.79335836658061,0.875206205815572,0.0425678018843929,0.0263125255656243,0.0562685658884635,0.25,0.09,0.184035175589099,0.923562503725754
"150","eualus fabricii_Atl",519,517,2,14423,0.946433401846098,0.714360041623309,0.105032092674359,1,0.0344353251720266,2.13496906024277e-05,0.46,0.18,0.433694888764104,0.976684036823406
"151","eualus gaimardii_Atl",2273,1859,414,14423,0.823690306134474,0.758336803539409,0.222180684967211,0.256741734500723,0.036770414262752,0.0451191482400237,0.43,0.1,0.225035650484597,0.971696740310608
"152","eualus macilentus_Atl",1845,1553,292,14955,0.848339979204478,0.79318443665082,0.160339025355295,0.132358736677264,0.0506649379349567,0.0385155402349473,0.54,0.18,0.249794417770723,0.952078232618035
"153","eualus macrophthalmus_Pac",308,271,37,13518,0.937178519814702,0.871816698588369,0.377655373551445,0.463919804000366,0.0492416958422117,0.0305081120839389,0.13,0.06,0.385541565421791,0.943713905438443
"154","eucinostomus gula_Atl",684,536,148,13062,0.79687675691356,0.701238373113371,0.588956591421398,0.150495948527523,0.0353363990910174,0.0306486595942805,0.16,0.08,0.167696835436069,0.983650858530805
"155","eumesogrammus praecisus_Atl",1193,970,223,14423,0.815339638696065,0.773969637448495,0.158787554916846,0.0148469166968507,0.0514083130532051,0.0283510689612174,0.41,0.18,0.181328852023113,0.974369572230146
"156","eumicrotremus orbis_Pac",562,428,134,22857,0.867421401316412,0.876602450896286,0.167647989106933,0.0607973378225812,0.0459164529691666,0.0289629688311127,0.19,0.14,0.220286989554124,0.942023250200144
"157","eumicrotremus spinosus_Atl",2199,1783,416,26818,0.89341644885428,0.826342888463871,0.332319955363898,0.390999377907117,0.00106481727290028,0.0208902660525364,0.49,0.04,0.317352126990069,0.964214296393649
"158","eunoe depressa_Pac",855,583,272,22857,0.822554196295848,0.8050777882681,0.242738180555132,0.021030416995618,0.00186946458634468,0.0280051177933273,0.11,0,0.165443871118644,0.932663311340362
"159","eunoe nodosa_Pac",1768,1241,527,22857,0.84547879553342,0.809478093908187,0.370365467081745,0.0164972085340266,0.0167180091919863,0.0304101209520674,0.2,0.05,0.222370531428753,0.886563711236585
"160","euspira pallida_Pac",414,311,103,19266,0.8971117891616,0.892142394822014,0.183124125707135,0.00809163322088349,0.0709012082322216,0.106996842749699,0.29,0.2,0.293491738792589,0.921250559943349
"161","evasterias echinosoma_Pac",589,454,135,22857,0.818056425156359,0.810490765788342,0.280745283410453,0.0986937964007541,0.0220846452873255,0.0177130027865141,0.1,0.04,0.157389323954802,0.280724980948485
"162","farfantepenaeus aztecus_Atl",5593,4839,754,7766,0.627865563003653,0.578469273594646,0.130320208938825,0.0216323424778704,0.0906233804312761,0.0191823811175442,0.03,0.2,0.0362335805149925,0.13031015610977
"163","flustra serrulata_Pac",413,267,146,22857,0.873628278161784,0.844152155405925,0.128938579929053,0.0127963514288149,0.0117183679727652,0.0107915275261872,0.11,0.06,0.214888126583064,0.797270016701663
"164","fusitriton oregonensis_Pac",6683,5193,1490,31074,0.770220975910508,0.750832393698155,0.382376814724146,0.365400844680235,0.0509021160837445,0.0440725950322549,0.21,0.07,0.167938115083776,0.746173374083319
"165","gadus macrocephalus_Pac",19182,15404,3778,32060,0.908404677299372,0.904864784853204,0.163164762181605,0.074516492608659,0.0180205385150543,0.00568371107523808,0.62,0.06,0.467046010513586,0.622966954974646
"166","gadus morhua_Atl",27291,22329,4962,62007,0.806868466040691,0.805929121555062,0.78234813452396,0.533974801605611,0.0798395604297063,0.0233904538473508,0.48,0.27,0.249763694553768,0.78251559816364
"167","gadus ogac_Atl",835,645,190,15325,0.857351260212395,0.832719450800912,0.648639861508632,0.358107528388397,0.0655098832706899,0.0454076238611983,0.23,0.17,0.244942847744285,0.734813162517193
"168","genyonemus lineatus_Pac",557,456,101,8848,0.970688945444278,0.973331395452307,0.115167381733442,0.0449699799200639,0.0919908168158678,0.0457045601557457,0.6,0.14,0.572651067889346,0.157943348426148
"169","gersemia rubiformis_Pac",488,211,277,11115,0.874613669635111,0.787737319169922,0.112247045982314,0.0735286577674273,0.0196679599756383,0.00735572418424275,0.29,0.07,0.261152047710373,0.112224120307158
"170","glebocarcinus oregonensis_Pac",674,536,138,22857,0.803801825949749,0.764072650117549,0.335436378718985,0.0960374912866184,0.00737209672203227,0.00859202677923605,0.08,0.01,0.138199327161222,0.938633404481945
"171","glyptocephalus cynoglossus_Atl",15228,11481,3747,62006,0.791514986008255,0.788684524413717,0.750921903547073,0.45233024420933,0.0373414229617561,0.0179026920669436,0.31,0.1,0.195241402029795,0.803290885880911
"172","glyptocephalus zachirus_Pac",15218,12202,3016,32060,0.823629147222194,0.826036706860619,0.195636556745321,0.0656341440441292,0.122757238474173,0.0899556603962892,0.38,0.12,0.270723147839844,0.249510773797702
"173","gorgonocephalus eucnemis_Pac",10432,8223,2209,31074,0.786133033664595,0.803889763759944,0.432097288757093,0.341587444335151,0.0488533611053128,0.0569045797094053,0.36,0.05,0.189369255324372,0.455087679639694
"174","gymnachirus texae_Atl",397,351,46,7766,0.684793468998219,0.67503822740255,0.312289620395582,0.00747737894828347,0.0201720448691815,0.00441459673122094,0.09,0.08,0.055649570131988,0.312206838557596
"175","gymnelus viridis_Atl",733,624,109,14423,0.775040683543333,0.767165481320892,0.105184798526149,0.110276308194328,7.8037518991669e-05,0.00225631294775019,0.15,0,0.121336873656669,0.98390988268933
"176","gymnocanthus galeatus_Pac",981,792,189,22857,0.766130883383247,0.749916082869058,0.211060604405189,0.103214883845123,0.0165710508657947,0.0052347804024701,0.1,0.03,0.119306663487088,0.586081705377804
"177","gymnocanthus pistilliger_Pac",771,523,248,5614,0.894905747340674,0.884608294930878,0.125218193878911,0.0907203974204046,0.0982161643890649,0.131018334400773,0.49,0.15,0.361298290335907,0.125103971966636
"178","gymnura altavela_Atl",484,347,137,22262,0.969285621853597,0.963371704544493,0.129174050044907,0.0522499851554932,0.143491451961409,0.091263579295977,0.44,0.21,0.482498470705673,0.83545753457555
"179","haemulon aurolineatum_Atl",734,321,413,13062,0.810788990570192,0.710637787151763,0.829600167621091,0.215604950507316,0.185958086063529,0.128637532420199,0.21,0.43,0.187192550509687,0.966667216384724
"180","halieutichthys aculeatus_Atl",2157,1706,451,13062,0.844178545396847,0.834532957251671,0.383897481218027,0.089081479730545,0.0316849100204633,0.0309077610111124,0.54,0.11,0.276271365306213,0.987562521201441
"181","halocynthia aurantium_Pac",1041,741,300,22857,0.772172386146702,0.75746429407633,0.555196699953533,0.264346260085498,0.0230424647105811,0.00915808059689538,0.15,0.07,0.12941913207945,0.558991382869089
"182","harengula jaguana_Atl",1342,1166,176,7766,0.674538290650002,0.673662688981315,0.0449708083253226,0.0194704455625165,0.00932320982820619,0.0166361337305075,0.13,0.04,0.0650957061527746,0.044779854839409
"183","helicolenus dactylopterus_Atl",1780,983,797,41038,0.914352495820022,0.866463306224238,0.193721417847749,0.0101684379296882,0.0594961762348115,0.0579533887763814,0.39,0.09,0.35608904838087,0.331524042992183
"184","hemilepidotus jordani_Pac",5333,4421,912,22857,0.699702624218189,0.737808539865637,0.130041325987229,0.109972178171862,0.0147425913149938,0.00969917556791034,0.16,0.05,0.08804289315962,0.163898629257474
"185","hemilepidotus papilio_Pac",1014,742,272,11115,0.920091933405588,0.840969563119967,0.366286346188234,0.00572740556657459,0.0229706725135855,0.00146682576300813,0.54,0.14,0.412328021170604,0.36624293797664
"186","hemitripterus americanus_Atl",9896,7793,2103,62004,0.783629293861679,0.783138642516965,0.560819025274202,0.204923742409268,6.06960838681649e-07,0.0557049547492106,0.32,0,0.162273865639645,0.561620201292195
"187","hemitripterus bolini_Pac",2998,2372,626,22857,0.780288257028622,0.800964742849961,0.0489010807415451,0.00484671878740099,0.0450791372860974,0.068011089687351,0.29,0.13,0.155873165571745,0.082857013138961
"188","hepatus epheliticus_Atl",435,385,50,7766,0.642650874808115,0.591842980705256,0.236643790464471,0.0856439788617642,0.014452849878679,0.00386487414179029,0.06,0.09,0.032959106817762,0.236397138536892
"189","heterozonias alternatus_Pac",1370,1083,287,14436,0.968369848305234,0.963972795497193,0.107267690881706,0.0586556215850999,0.0280503599619042,0.113485919440778,0.67,0.03,0.600838122664337,0.371495483871923
"190","hexagrammos decagrammus_Pac",734,611,123,31074,0.826266212713696,0.80190916138607,0.195488897258959,0.0973987642211581,0.0164401594720013,0.0114229466926262,0.1,0.05,0.153400833869971,0.366568879488951
"191","hexagrammos stelleri_Pac",338,298,40,9646,0.897914372824306,0.875436739015358,0.171098876247256,0.140460831840908,0.221276764792586,0.0335278705414213,0.29,0.2,0.30849605546441,0.819228207534853
"192","hippasteria californica_Pac",909,722,187,17114,0.899388541137417,0.853718692781065,0.131752309171549,0.131842175437064,0.0518184945392399,0.0640294720853878,0.5,0.27,0.309453052802904,0.765650826542937
"193","hippasteria spinosa_Pac",1417,1139,278,20776,0.726797785759101,0.674729496774,0.360365401329213,0.318295245314432,0.0194062634162079,0.0314719906174162,0.15,0.09,0.0841829458382445,0.842274945310328
"194","hippoglossina oblonga_Atl",219,165,54,3698,0.898820187924681,0.878414858006695,0.237541419144658,0.278716035285357,0.111674409300771,0.132304775744087,0.24,0.05,0.342578370416774,0.237519864386019
"195","hippoglossoides elassodon_Pac",6304,4941,1363,19791,0.790115865004795,0.775017607086705,0.13479522345867,0.174657225610524,0.0469911848757484,0.0697045657117702,0.29,0.09,0.196242388165899,0.244600549179699
"196","hippoglossoides platessoides_Atl",31157,24557,6600,62005,0.88926314889463,0.903502377220484,0.754864520048866,0.444518454133154,0.256621807437631,0.24731463210582,0.59,0.41,0.413158542702046,0.781322517481714
"197","hippoglossus hippoglossus_Atl",2898,2102,796,62007,0.851792843533073,0.833336581217022,0.496375389976786,0.301356088993928,0.054346967840267,0.0686929138484082,0.23,0.16,0.211154039004145,0.613748365315844
"198","hippoglossus stenolepis_Pac",16727,13256,3471,31074,0.832178839012488,0.835338970465151,0.314541370897782,0.172212685840316,0.0588109828784857,0.0330460250311805,0.45,0.21,0.280793402809889,0.666661948098219
"199","homarus americanus_Atl",9659,6741,2918,45638,0.826032694452184,0.821720477816059,0.230898228447939,0.030275188777226,0.13871368379278,0.0828368334353833,0.5,0.28,0.239080982560125,0.384688128203367
"200","hopluis macrurus_Atl",651,593,58,7766,0.714165028557592,0.680947987544684,0.385569973042212,0.0718914579535908,0.0940465357435866,0.012852095096171,0.15,0.37,0.0832459021880174,0.38550523779303
"201","hyas araneus_Atl",368,NA,NA,9973,0.938717379987778,NA,0.323237595757985,NA,0.0996004501965735,NA,0.39,0.33,0.386549525832277,0.323219290619241
"202","hyas coarctatus_Atl",400,NA,NA,9973,0.954179201922099,NA,0.312443092427158,NA,0.113861420162221,NA,0.54,0.34,0.459630228192171,0.312417245442503
"203","hyas coarctatus_Pac",4618,3501,1117,11115,0.742258661808329,0.674414077361054,0.156733297998185,0.00466631713353588,0.0308934173018878,0.00318512961070515,0.26,0.11,0.134095399376325,0.156711706344207
"204","hyas lyratus_Pac",4858,3596,1262,22857,0.694467507469365,0.632222474459754,0.190928654662793,0.207664424524413,0.0303553843451982,0.035622645827324,0.16,0.04,0.078344426495076,0.834002430722142
"205","hydrolagus colliei_Pac",5064,4016,1048,17114,0.898837690835329,0.895812776215344,0.238874348522814,0.256074316496154,0.0320683572456361,0.0279683716329548,0.52,0.13,0.401371092870633,0.24408941777288
"206","icelinus filamentosus_Pac",906,705,201,7922,0.756640686944501,0.709399174646996,0.199301173714814,0.114536003152375,0.0306818510604981,0.0250091027772686,0.1,0.05,0.134633101140653,0.734874770410368
"207","icelus spatula_Atl",2425,1902,523,26818,0.920246166616168,0.878445040532239,0.138735517062049,0.217931208234558,0.0266000195102603,0.0115825433484537,0.55,0.09,0.392891702572363,0.976517904739509
"208","icelus spatula_Pac",524,256,268,11115,0.827589462751351,0.616788181852887,0.156670362755282,0.0111687661711275,0.000943132273066633,0.000981894477901083,0.17,0,0.188344700372354,0.156497320166784
"209","icelus spiniger_Pac",1814,1313,501,22857,0.908153009632558,0.903174731617855,0.320904884140651,0.134588609238516,0.000853807423723509,0.301740639643332,0.39,0.02,0.354788759516644,0.88135027287283
"210","illex illecebrosus_Atl",11220,8111,3109,56925,0.871080564715847,0.881952755813673,0.594020819639769,0.144077032039369,0.0718293425852274,0.035997172961046,0.45,0.19,0.31780598334218,0.618859820475949
"211","isopsetta isolepis_Pac",1165,938,227,31074,0.794250011874338,0.796990517858366,0.196150903728502,0.130178188349268,0.0354358948546,0.0105544682287392,0.14,0.14,0.156446563807765,0.21042724694892
"212","kathetostoma albigutta_Atl",531,398,133,13062,0.908965426758575,0.88818253782905,0.857441421551461,0.681766564466973,0.0763332115985095,0.166028452788781,0.32,0.61,0.316597499009424,0.990877015481157
"213","labidochirus splendescens_Pac",3074,2071,1003,22857,0.887303388479308,0.834582994290686,0.240578724187831,0.0411368319407837,0.0685934241404698,0.0320245847369216,0.41,0.13,0.34511241322654,0.795960173565089
"214","lagocephalus laevigatus_Atl",1441,1209,232,13062,0.786503393286266,0.745430672268905,0.60835992272011,0.659902880815707,0.0287254301561965,0.0664132880973169,0.27,0.21,0.179666395276493,0.987030426273604
"215","lagodon rhomboides_Atl",3072,2428,644,37687,0.928661829604838,0.925431822543881,0.801522725875265,0.472974741719803,0.0334004511954258,0.0387206845869359,0.53,0.28,0.439381888337377,0.977552495667802
"216","laqueus californianus_Pac",332,264,68,10751,0.799309243886015,0.673609933887099,0.172857130478484,0.00184762593823832,4.5713657087895e-06,0.000190666918260491,0.14,0,0.137305035059832,0.93567230730545
"217","larimus fasciatus_Atl",984,734,250,23478,0.905470185003326,0.889208548931381,0.895415637018743,0.307981020981821,0.000292344180695361,0.0595525530679042,0.31,0.02,0.307227899450566,0.968234756941046
"218","lebbeus groenlandicus_Atl",1418,1104,314,14423,0.784260556181861,0.739599204255201,0.193102610205189,0.232384764846572,0.03348680761157,0.0397944932010698,0.23,0.09,0.150546961675379,0.964602914455718
"219","lebbeus polaris_Atl",4219,NA,NA,56925,0.941248646705839,NA,0.302119568943884,NA,0.0494371847004422,NA,0.59,0.17,0.44591440073861,0.97506554158773
"220","leiostomus xanthurus_Atl",3605,2897,708,37688,0.920411540840331,0.917935350486833,0.903515931252548,0.433674278331787,0.0665957557325427,0.0448886783371718,0.47,0.2,0.402706195728395,0.93336162905333
"221","lepophidium brevibarbe_Atl",1753,1562,191,7766,0.657563584661449,0.639316219603135,0.215098647419523,0.00139961515303154,0.0736137141908432,0.0141560966434326,0.12,0.28,0.0558784097311168,0.21507422575184
"222","lepophidium jeaae_Atl",332,206,126,7766,0.785110579525504,0.708320819568199,0.246598684117436,0.0548144342685002,0.0510316319267181,0.0126664134979617,0.15,0.25,0.131222213422108,0.24629042258844
"223","lepophidium profundorum_Atl",1471,872,599,41038,0.907849685627528,0.895738867267395,0.15233263192372,0.060470625928254,0.0925855190319152,0.0909287000369011,0.36,0.2,0.319322989569187,0.613790706454708
"224","leptagonus decagonus_Atl",6793,5675,1118,31900,0.870210939545818,0.787346233243647,0.527346001268468,0.543626801383069,4.56891309683944e-07,3.19965926662768e-06,0.6,0,0.329469244675447,0.96376787193482
"225","leptasterias arctica_Pac",1675,1143,532,11115,0.79081027068052,0.78957205995474,0.155525756981416,0.00504381771032015,1.02739050574791e-06,8.22243462399267e-06,0.23,0,0.171016446792245,0.155324691564193
"226","leptasterias polaris_Pac",3821,2992,829,22857,0.932126515585949,0.952397523240572,0.124024160691964,0.0296441098440448,0.0698816219426548,0.0690756413219485,0.58,0.07,0.471855990496746,0.145953645646892
"227","leptoclinus maculatus_Atl",4178,3287,891,56925,0.931004812907872,0.892596507339653,0.469851947495975,0.0372849886185729,3.27788129892259e-08,0.0241936145771,0.58,0,0.410238377292866,0.955217872203234
"228","leptoclinus maculatus_Pac",833,564,269,19266,0.792617518987244,0.803574540294725,0.41913319231471,0.00136337205687574,0.028670627669076,0.00296317606950609,0.09,0.07,0.13760272080131,0.96444822472923
"229","lethasterias nanimensis_Pac",3113,2370,743,25457,0.74327590521895,0.716026829990054,0.451729732843246,0.427418559800235,0.0353869309846364,0.0360499218715672,0.14,0.06,0.113515556173009,0.676531999599358
"230","leucoraja erinacea_Atl",13438,10150,3288,41038,0.838217810837118,0.839268287374686,0.170358479329754,0.0825583008968298,0.0866036972940474,0.104707685094054,0.52,0.31,0.271817231951776,0.411126463748858
"231","leucoraja garmani_Atl",745,356,389,22262,0.935196050695745,0.907136760545819,0.187620425821173,0.00635142886610376,0.14531582359524,0.150885338144427,0.46,0.4,0.40265612254723,0.389684029817856
"232","leucoraja ocellata_Atl",9952,7357,2595,45642,0.792920239621442,0.783646151581985,0.197492533132815,0.0854092314792844,0.000519283901157708,0.0703263128775284,0.29,0.01,0.191318946764161,0.629367305165555
"233","limanda aspera_Pac",8051,6579,1472,22857,0.943488708255627,0.959495283366305,0.363503026785794,0.000783940017200716,0.157599199698098,1.06750104649984e-05,0.66,0.28,0.555104648816676,0.772195397022188
"234","limanda ferruginea_Atl",16083,12509,3574,62007,0.778002163733147,0.760731792710404,0.438859952356165,0.123299872794712,6.12026091282776e-08,0.000411549803902641,0.32,0,0.174314703783465,0.439920305021718
"235","limanda proboscidea_Pac",1867,1668,199,11115,0.940613717721574,0.94889218821378,0.148821441757666,0.115229958455096,2.44885026690974e-06,5.44416098896366e-06,0.67,0,0.509083674398717,0.148777490338506
"236","limanda sakhalinensis_Pac",392,295,97,5501,0.884978389476735,0.848259345674318,0.112831220197656,0.053131742617022,0.0439567699273227,0.0402262338777289,0.49,0.08,0.303504869571614,0.112580552544639
"237","limulus polyphemus_Atl",1634,1274,360,29891,0.908603565654691,0.851868992524046,0.281614955312732,0.155432853301662,0.0858851825581846,0.0856716775677421,0.44,0.33,0.330628510498401,0.699290985101919
"238","liparis gibbus_Pac",634,286,348,11115,0.924420771009039,0.857434482758622,0.223317194921147,0.00688447334396444,0.0888307259328161,0.0613189237695985,0.62,0.23,0.416612515605544,0.223208197293343
"239","liponema brevicornis_Pac",2189,1510,679,32060,0.907047402964763,0.758997145174299,0.271719851078465,0.144476612972659,0.0444004382006333,0.000707825237658696,0.3,0.07,0.334736357949384,0.446011533060168
"240","lithodes aequispinus_Pac",1051,829,222,22857,0.943967184722894,0.949222561259814,0.0541268133689242,0.0112955097492273,0.0435872646753463,0.168068144319838,0.49,0.2,0.433522184545295,0.142808824051
"241","lithodes couesi_Pac",325,261,64,14435,0.956603063839152,0.932557341480709,0.0387459417752221,0.0240082177476099,0.00988429075723878,0.0943217329988264,0.37,0.02,0.430601826725253,0.649089718856094
"242","lithodes maja_Atl",1320,859,461,56924,0.911454498041053,0.854701903662835,0.779579520885105,0.300169343090828,0.0579340402981758,0.0632931409155415,0.26,0.14,0.299720745282808,0.908090884990588
"243","litopenaeus setiferus_Atl",1465,1229,236,7766,0.779913855160312,0.777000244520805,0.157237594482848,0.0679777295385841,0.0423208801165713,0.0361082859328131,0.29,0.08,0.162748560078493,0.157168917120845
"244","loligo opalescens_Pac",1950,1515,435,8848,0.886422820438485,0.886898273709571,0.258882284499163,0.165883856395303,0.0429563694655688,0.05754546020162,0.62,0.17,0.358523670931289,0.509402415940034
"245","loligo pealeii_Atl",15436,11541,3895,48833,0.919998294641098,0.917859394176345,0.884311596848264,0.417402578519298,0.173069530588684,0.218221716894105,0.68,0.37,0.470733652047527,0.893664712876194
"246","loligo pleii_Atl",2840,2025,815,7766,0.744565627626918,0.637623655377658,0.057822810642555,0.00597796750308756,0.0718488195165396,0.0160835916697084,0.32,0.24,0.139864880566962,0.0576697967954966
"247","lolliguncula brevis_Atl",2100,1818,282,13062,0.85107455625914,0.819112409825584,0.521986503749999,0.529858645924209,0.0257331567478139,0.140380251660211,0.42,0.25,0.2781347706992,0.981073836885691
"248","lophius americanus_Atl",10181,7576,2605,56925,0.794103398225021,0.808365539908415,0.432837385863092,0.214488110213122,0.0869188692516491,0.0823961092220463,0.33,0.23,0.197853487555743,0.448607444157388
"249","lopholithodes foraminatus_Pac",758,597,161,17114,0.708646048894918,0.713704011180888,0.400173085292259,0.295244127824946,0.012183850179052,0.0306939448224268,0.07,0.09,0.0695102192777294,0.59924779474087
"250","luidia clathrata_Atl",552,423,129,7766,0.798116484452524,0.72026064802717,0.135123065614561,0.00532934683668044,0.0367755559863774,0.000221493739550616,0.29,0.25,0.166049391265237,0.134722135356468
"251","luidia foliolata_Pac",3486,2574,912,17113,0.919415703889431,0.910104531290387,0.259268092146643,0.230633916921852,0.131444680780998,0.111055090298547,0.64,0.42,0.450385662323791,0.427596808648625
"252","lumpenus lampretaeformis_Atl",2757,2013,744,62007,0.868869718660212,0.819523529807869,0.569283186730085,0.000929389762794152,8.03890831223247e-08,1.59273712770964e-06,0.23,0,0.237832369723842,0.94200620979728
"253","lumpenus sagitta_Pac",363,338,25,19266,0.840897760044741,0.700010449320794,0.259543097172537,0.328656689535292,0.00330884770134075,0.00195799743282678,0.18,0.04,0.197435683035722,0.945903918756738
"254","lutjanus campechanus_Atl",2307,1886,421,7766,0.640272645999699,0.586622797814391,0.14440599924119,0.100470044632662,0.0235869657924877,0.0127220377969455,0.09,0.12,0.0432248211953757,0.144372384402516
"255","lutjanus synagris_Atl",975,608,367,7766,0.738872414092553,0.598667009755043,0.265172949655775,0.0373642703343514,0.121984811605714,0.000170805314242283,0.17,0.23,0.109195351727995,0.265085217458285
"256","lycenchelys crotalinus_Pac",961,785,176,14436,0.981796675154657,0.984981221287011,0.177373703352101,0.132063584760524,2.34479895281144e-06,1.05061040834475e-05,0.74,0,0.686292141940891,0.47003537323846
"257","lycodes brevipes_Pac",3509,2850,659,25457,0.825138895359489,0.82787326136854,0.298336059987906,0.209309602732582,0.000398601103320934,0.0144482946132449,0.32,0.01,0.225493496126872,0.609300186589507
"258","lycodes cortezianus_Pac",2612,2050,562,20776,0.931064093845682,0.938025252740341,0.343317731318077,0.227184767777218,0.247410291225882,0.254834019847018,0.51,0.45,0.45589617231529,0.430030678770155
"259","lycodes diapterus_Pac",1637,1296,341,20776,0.89264297142882,0.91719656090308,0.255885388092102,0.165588805485168,0.156928986800533,0.173245108087446,0.33,0.31,0.356800240531291,0.571732875154172
"260","lycodes esmarkii_Atl",460,393,67,14423,0.857607761506323,0.761461500164191,0.107006408588089,0.0320221301496334,0.00405644222911732,0.00169272665744233,0.11,0.03,0.208767576994118,0.964459789438304
"261","lycodes pacificus_Pac",1747,1298,449,17114,0.872285462618837,0.854870645819831,0.139499770166958,0.123882431201404,0.0419691521589858,0.00449757569222062,0.3,0.13,0.284521882818019,0.72879629530781
"262","lycodes palearis_Pac",5007,4101,906,22857,0.851922624851833,0.831086676966373,0.176263818383214,0.101840152935971,0.0869229053982294,0.0110129148168679,0.42,0.1,0.285174230828986,0.571440649808566
"263","lycodes raridens_Pac",1062,867,195,11115,0.947408537013809,0.946266373337384,0.169728642497162,0.00135399922508256,0.19421315128376,0.037781512214782,0.65,0.38,0.497502753776952,0.169678139753158
"264","lycodes reticulatus_Atl",4375,3665,710,26818,0.890546657245974,0.897381970741266,0.261420009106397,0.0880191383572002,0.0154779079618129,0.157912830623729,0.57,0.27,0.358875164109948,0.956985357334614
"265","lycodes vahlii_Atl",3170,2553,617,26818,0.818955678286805,0.759710471873959,0.664686978411774,0.543576222555992,0.0483947351778676,0.0601229422634431,0.21,0.21,0.205330401403022,0.932676419229006
"266","lyopsetta exilis_Pac",5561,4358,1203,17114,0.889179681554219,0.880869148450207,0.272076812624191,0.181228237093653,0.165282799184599,0.163412991779817,0.56,0.52,0.39338313142093,0.474685325863179
"267","macdonaldia rostrata_Atl",458,341,117,9993,0.878116591825565,0.870284839732239,0.183457508981237,0.0556474431397863,0.0160139290719434,0.0255231235366178,0.27,0.08,0.266281957223562,0.183414002055077
"268","macrourus berglax_Atl",4204,3305,899,26818,0.975433409303214,0.966016476889936,0.231580268184023,0.0191728113595769,9.83341480005224e-07,5.07812326932417e-06,0.86,0,0.668135572168654,0.883148710037428
"269","mactromeris polynyma_Pac",962,698,264,11115,0.837629999060068,0.857149210326851,0.0771823042190655,0.00356205780776107,0.0216392195494845,0.0234873529902111,0.26,0.09,0.220133728596444,0.0769582189018717
"270","malacocottus zonurus_Pac",2783,2246,537,22857,0.912110458998477,0.906958681745203,0.178728005309715,0.194950837593605,0.125752255895742,0.140267711853429,0.54,0.12,0.389678077173428,0.515082445403571
"271","malacoraja senta_Atl",5507,4005,1502,62006,0.81927762497573,0.829579982547258,0.713098821415021,0.283159448865673,0.0441405180956148,0.0522138923730086,0.26,0.17,0.186334901663762,0.763125294836128
"272","malacosteus niger_Atl",687,591,96,10525,0.901048514316238,0.870618674298998,0.0294875488452704,0.0321836605085589,0.0678870186419019,0.0324166260243194,0.37,0.18,0.322169155486346,0.0287769493796008
"273","mallotus villosus_Atl",7977,6224,1753,26818,0.882217679235217,0.84298511613649,0.261716429748091,0.0645266225285661,0.00479040988737807,0.0570093178575815,0.6,0.08,0.366847686758442,0.843797507714716
"274","mallotus villosus_Pac",4437,3230,1207,22857,0.837392893683267,0.834208791955759,0.163293036928691,0.176631914923282,0.00157348493967444,0.0107568586620621,0.48,0.01,0.267782309111195,0.82355844784002
