"","x"
"189","Zero presences for 156 eumicrotremus orbis_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"190","Zero presences for 157 eumicrotremus spinosus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"191","Zero training presences for 157 eumicrotremus spinosus_Atl in DFO_ScotianShelf"
"192","Zero presences for 158 eunoe depressa_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"193","Zero presences for 159 eunoe nodosa_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"194","Zero presences for 160 euspira pallida_Pac in AFSC_Aleutians, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"195","Zero training presences for 160 euspira pallida_Pac in AFSC_WCTri"
"196","Zero presences for 161 evasterias echinosoma_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"197","Zero presences for 162 farfantepenaeus aztecus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"198","Zero presences for 163 flustra serrulata_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"199","Zero presences for 166 gadus morhua_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"200","Zero presences for 167 gadus ogac_Atl in DFO_NewfoundlandSpring, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"201","Zero presences for 168 genyonemus lineatus_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"202","Zero presences for 169 gersemia rubiformis_Pac in AFSC_Aleutians, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"203","Zero testing presences for 169 gersemia rubiformis_Pac in AFSC_GOA"
"204","Zero presences for 170 glebocarcinus oregonensis_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"205","Zero presences for 171 glyptocephalus cynoglossus_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"206","Zero presences for 174 gymnachirus texae_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"207","Zero presences for 175 gymnelus viridis_Atl in DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"208","Zero presences for 176 gymnocanthus galeatus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"209","Zero presences for 177 gymnocanthus pistilliger_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"210","Zero presences for 178 gymnura altavela_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"211","Zero presences for 179 haemulon aurolineatum_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"212","Zero presences for 180 halieutichthys aculeatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"213","Zero training presences for 180 halieutichthys aculeatus_Atl in DFO_ScotianShelf"
"214","Zero presences for 181 halocynthia aurantium_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"215","Zero presences for 182 harengula jaguana_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"216","Zero presences for 183 helicolenus dactylopterus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"217","Zero presences for 184 hemilepidotus jordani_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"218","Zero presences for 185 hemilepidotus papilio_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"219","Zero testing presences for 185 hemilepidotus papilio_Pac in AFSC_Aleutians, AFSC_GOA"
"220","Zero presences for 186 hemitripterus americanus_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"221","Zero presences for 187 hemitripterus bolini_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"222","Zero presences for 188 hepatus epheliticus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"223","Zero training presences for 188 hepatus epheliticus_Atl in NEFSC_NEUS"
"224","Zero presences for 189 heterozonias alternatus_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"225","Zero training presences for 189 heterozonias alternatus_Pac in AFSC_Aleutians, AFSC_WCTri"
"226","Zero presences for 191 hexagrammos stelleri_Pac in AFSC_Aleutians, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"227","Zero presences for 192 hippasteria californica_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"228","Zero training presences for 192 hippasteria californica_Pac in AFSC_Aleutians, AFSC_WCTri"
"229","Zero training presences for 193 hippasteria spinosa_Pac in AFSC_WCTri"
"230","Zero presences for 194 hippoglossina oblonga_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"231","Zero presences for 195 hippoglossoides elassodon_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"232","Zero training presences for 196 hippoglossoides platessoides_Atl in SEFSC_GOMex"
"233","Zero presences for 197 hippoglossus hippoglossus_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"234","Zero presences for 199 homarus americanus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"235","Zero presences for 200 hopluis macrurus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"236","Zero presences for 201 hyas araneus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"237","Zero presences for 202 hyas coarctatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"238","Zero presences for 203 hyas coarctatus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"239","Zero presences for 205 hydrolagus colliei_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"240","Zero presences for 206 icelinus filamentosus_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"241","Zero presences for 207 icelus spatula_Atl in DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"242","Zero training presences for 207 icelus spatula_Atl in DFO_ScotianShelf"
"243","Zero presences for 208 icelus spatula_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"244","Zero presences for 209 icelus spiniger_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"245","Zero presences for 210 illex illecebrosus_Atl in DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"246","Zero testing presences for 210 illex illecebrosus_Atl in SEFSC_GOMex"
"247","Zero presences for 212 kathetostoma albigutta_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"248","Zero presences for 213 labidochirus splendescens_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"249","Zero presences for 214 lagocephalus laevigatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"250","Zero presences for 215 lagodon rhomboides_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"251","Zero presences for 216 laqueus californianus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"252","Zero training presences for 216 laqueus californianus_Pac in AFSC_WCTri"
"253","Zero testing presences for 216 laqueus californianus_Pac in AFSC_EBS"
"254","Zero presences for 217 larimus fasciatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"255","Zero presences for 218 lebbeus groenlandicus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"256","Zero training presences for 218 lebbeus groenlandicus_Atl in DFO_ScotianShelf, NEFSC_NEUS"
"257","Zero presences for 219 lebbeus polaris_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"258","Zero training presences for 219 lebbeus polaris_Atl in DFO_ScotianShelf, NEFSC_NEUS"
"259","Zero presences for 220 leiostomus xanthurus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"260","Zero presences for 221 lepophidium brevibarbe_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"261","Zero presences for 222 lepophidium jeaae_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"262","Zero presences for 223 lepophidium profundorum_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"263","Zero presences for 224 leptagonus decagonus_Atl in NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"264","Zero presences for 225 leptasterias arctica_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"265","Zero training presences for 225 leptasterias arctica_Pac in AFSC_GOA"
"266","Zero presences for 226 leptasterias polaris_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"267","Zero presences for 227 leptoclinus maculatus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"268","Zero presences for 228 leptoclinus maculatus_Pac in AFSC_Aleutians, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"269","Zero presences for 229 lethasterias nanimensis_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"270","Zero training presences for 229 lethasterias nanimensis_Pac in AFSC_WCTri"
"271","Zero presences for 230 leucoraja erinacea_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"272","Zero presences for 231 leucoraja garmani_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"273","Zero presences for 232 leucoraja ocellata_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"274","Zero presences for 233 limanda aspera_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"275","Zero presences for 234 limanda ferruginea_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"276","Zero presences for 235 limanda proboscidea_Pac in AFSC_Aleutians, AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"277","Zero presences for 236 limanda sakhalinensis_Pac in AFSC_Aleutians, AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"278","Zero presences for 237 limulus polyphemus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"279","Zero presences for 238 liparis gibbus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"280","Zero training presences for 239 liponema brevicornis_Pac in AFSC_WCTri"
"281","Zero presences for 240 lithodes aequispinus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"282","Zero presences for 241 lithodes couesi_Pac in AFSC_EBS, AFSC_WCTri so adding some as -23 (1e-10) to allow abundance model fitting"
"283","Zero presences for 242 lithodes maja_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"284","Zero presences for 243 litopenaeus setiferus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"285","Zero presences for 244 loligo opalescens_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"286","Zero presences for 245 loligo pealeii_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"287","Zero presences for 246 loligo pleii_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"288","Zero presences for 247 lolliguncula brevis_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"289","Zero presences for 248 lophius americanus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"290","Zero presences for 249 lopholithodes foraminatus_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"291","Zero training presences for 249 lopholithodes foraminatus_Pac in AFSC_Aleutians"
"292","Zero presences for 250 luidia clathrata_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"293","Zero presences for 251 luidia foliolata_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"294","Zero training presences for 251 luidia foliolata_Pac in AFSC_Aleutians"
"295","Zero presences for 252 lumpenus lampretaeformis_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"296","Zero presences for 253 lumpenus sagitta_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"297","Zero presences for 254 lutjanus campechanus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"298","Zero presences for 255 lutjanus synagris_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"299","Zero testing presences for 255 lutjanus synagris_Atl in NEFSC_NEUS"
"300","Zero presences for 256 lycenchelys crotalinus_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_WCTri so adding some as -23 (1e-10) to allow abundance model fitting"
"301","Zero training presences for 257 lycodes brevipes_Pac in AFSC_WCTri"
"302","Zero testing presences for 257 lycodes brevipes_Pac in NWFSC_WCAnn"
"303","Zero presences for 258 lycodes cortezianus_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"304","Zero testing presences for 258 lycodes cortezianus_Pac in AFSC_Aleutians"
"305","Zero presences for 259 lycodes diapterus_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"306","Zero presences for 260 lycodes esmarkii_Atl in DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"307","Zero presences for 261 lycodes pacificus_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"308","Zero testing presences for 262 lycodes palearis_Pac in AFSC_WCTri"
"309","Zero presences for 263 lycodes raridens_Pac in AFSC_Aleutians, AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"310","Zero presences for 264 lycodes reticulatus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"311","Zero testing presences for 264 lycodes reticulatus_Atl in NEFSC_NEUS"
"312","Zero presences for 265 lycodes vahlii_Atl in DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"313","Zero presences for 266 lyopsetta exilis_Pac in AFSC_Aleutians so adding some as -23 (1e-10) to allow abundance model fitting"
"314","Zero training presences for 266 lyopsetta exilis_Pac in AFSC_EBS"
"315","Zero presences for 267 macdonaldia rostrata_Atl in DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"316","Zero presences for 268 macrourus berglax_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"317","Zero testing presences for 268 macrourus berglax_Atl in NEFSC_NEUS"
"318","Zero presences for 269 mactromeris polynyma_Pac in AFSC_Aleutians, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"319","Zero presences for 270 malacocottus zonurus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"320","Zero training presences for 270 malacocottus zonurus_Pac in AFSC_WCTri"
"321","Zero presences for 271 malacoraja senta_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"322","Zero presences for 272 malacosteus niger_Atl in DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"323","Zero training presences for 272 malacosteus niger_Atl in DFO_ScotianShelf"
"324","Zero presences for 273 mallotus villosus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"325","Zero presences for 274 mallotus villosus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"326","Zero training presences for 275 mediaster aequalis_Pac in AFSC_EBS, AFSC_WCTri"
"327","Zero presences for 276 melanogrammus aeglefinus_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"328","Zero presences for 277 menidia menidia_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"329","Zero training presences for 277 menidia menidia_Atl in DFO_ScotianShelf"
"330","Zero presences for 278 menticirrhus americanus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"331","Zero presences for 279 menticirrhus saxatilis_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"332","Zero presences for 280 merluccius albidus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"333","Zero training presences for 280 merluccius albidus_Atl in DFO_NewfoundlandSpring"
"334","Zero presences for 281 merluccius bilinearis_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"335","Zero presences for 282 merluccius productus_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"336","Zero training presences for 282 merluccius productus_Pac in AFSC_Aleutians"
"337","Zero presences for 283 metacarcinus magister_Pac in AFSC_Aleutians so adding some as -23 (1e-10) to allow abundance model fitting"
"338","Zero training presences for 284 metridium farcimen_Pac in AFSC_EBS, AFSC_WCTri"
"339","Zero presences for 285 microgadus proximus_Pac in AFSC_Aleutians so adding some as -23 (1e-10) to allow abundance model fitting"
"340","Zero testing presences for 285 microgadus proximus_Pac in AFSC_EBS"
"341","Zero presences for 286 micropogonias undulatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"342","Zero presences for 288 moacathus ciliatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"343","Zero presences for 289 moacathus hispidus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"344","Zero presences for 290 modiolus modiolus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"345","Zero training presences for 291 molpadia intermedia_Pac in AFSC_WCTri"
"346","Zero presences for 292 morone saxatilis_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"347","Zero presences for 293 mullus auratus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"348","Zero presences for 294 musculus discors_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"349","Zero presences for 295 mustelus canis_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"350","Zero presences for 296 mycale loveni_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"351","Zero training presences for 296 mycale loveni_Pac in AFSC_WCTri"
"352","Zero presences for 297 myliobatis freminvillei_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"353","Zero presences for 298 myoxocephalus octodecemspinosus_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"354","Zero presences for 299 myoxocephalus polyacanthocephalus_Pac in AFSC_EBS, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"355","Zero presences for 300 myoxocephalus scorpius_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"356","Zero presences for 301 myxine glutinosa_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"357","Zero presences for 302 myxoderma platyacanthum_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"358","Zero training presences for 302 myxoderma platyacanthum_Pac in AFSC_WCTri"
"359","Zero testing presences for 302 myxoderma platyacanthum_Pac in AFSC_GOA"
"360","Zero presences for 303 nearchaster aciculosus_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_WCTri so adding some as -23 (1e-10) to allow abundance model fitting"
"361","Zero training presences for 303 nearchaster aciculosus_Pac in AFSC_GOA"
"362","Zero presences for 304 nemichthys scolopaceus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"363","Zero training presences for 304 nemichthys scolopaceus_Atl in DFO_ScotianShelf"
"364","Zero training presences for 305 neptunea amianta_Pac in AFSC_EBS, AFSC_WCTri"
"365","Zero presences for 306 neptunea borealis_Pac in AFSC_Aleutians, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"366","Zero presences for 307 neptunea heros_Pac in AFSC_Aleutians, AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"367","Zero presences for 308 neptunea lyrata_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"368","Zero training presences for 308 neptunea lyrata_Pac in AFSC_WCTri"
"369","Zero presences for 309 neptunea pribiloffensis_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"370","Zero training presences for 309 neptunea pribiloffensis_Pac in AFSC_WCTri"
"371","Zero presences for 310 neptunea ventricosa_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"372","Zero presences for 311 nezumia bairdii_Atl in DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"373","Zero presences for 312 nezumia stelgidolepis_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"374","Zero presences for 313 occella dodecaedron_Pac in AFSC_Aleutians, AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"375","Zero presences for 314 octopoteuthis deletron_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"376","Zero training presences for 314 octopoteuthis deletron_Pac in AFSC_GOA"
"377","Zero presences for 315 ogcocephalus declivirostris_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"378","Zero presences for 316 ogcocephalus parvus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"379","Zero presences for 317 oncorhynchus keta_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"380","Zero testing presences for 318 oncorhynchus tshawytscha_Pac in NWFSC_WCAnn"
"381","Zero presences for 319 ophidion holbrookii_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"382","Zero presences for 320 ophidion welshi_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
