"","wdpapolyID","area_wdpa","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","ngrids","rcp","beta_sor","fgained","flost","ngained","nlost","nend","nstart"
"229",1913,0.0055401081062917,"USA","Not Reported","Columbia River Salmon Conservation Zone","Columbia River Salmon Conservation Zone","Federal Threatened/Endangered Species Protected Area","Federal Threatened/Endangered Species Protected Area","National","Not Reported",1,NA,46.7285655,"Designated",1992,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.693877551020408,0.230769230769231,0.346153846153846,12,18,46,52
"230",1914,0.0424788311319091,"USA","Not Reported","Klamath River Salmon Conservation Zone","Klamath River Salmon Conservation Zone","Federal Threatened/Endangered Species Protected Area","Federal Threatened/Endangered Species Protected Area","National","Not Reported",1,NA,387.7963298,"Designated",1992,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,3,85,0.730769230769231,0.2,0.309090909090909,11,17,49,55
"231",1915,12.5050896384203,"USA","Not Reported","Steller Sea Lion Protection Areas, Gulf of Alaska - Groundfish, Pollock, and Pacific Cod Closures","Steller Sea Lion Protection Areas, Gulf of Alaska - Groundfish, Pollock, and Pacific Cod Closures","Federal Threatened/Endangered Species Protected Area","Federal Threatened/Endangered Species Protected Area","National","Not Reported",1,NA,82402.17,"Designated",1990,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,318,85,0.86046511627907,0.05,0.207142857142857,7,29,118,140
"232",1916,9.60875992282705e-05,"USA","Not Reported","Currituck Banks","Currituck Banks","Game Land","Game Land","National","Not Reported",1,NA,0.94,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.821428571428571,0.178571428571429,0.178571428571429,5,5,28,28
"233",1921,0.00822489151763212,"USA","US-NC","North River","North River","Game Land","Game Land","National","Not Reported",1,NA,80.68,"Designated",1971,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.821428571428571,0.178571428571429,0.178571428571429,5,5,28,28
"234",1927,0.0693936571890011,"USA","Not Reported","Pamlico Sound Mechanical Harvesting of Oysters Prohibited Area","Pamlico Sound Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,680.2931444,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,7,85,0.838709677419355,0.148936170212766,0.170212765957447,7,8,46,47
"235",1928,0.0819624147098516,"USA","Not Reported","Trawl Nets Prohibited Areas","Trawl Nets Prohibited Areas","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,804.7915975,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,9,85,0.818181818181818,0.155555555555556,0.2,7,9,43,45
"236",1930,0.0270305460212235,"USA","Not Reported","Core Sound Mechanical Harvesting of Oysters Prohibited Area","Core Sound Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,260.4236802,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,5,85,0.71875,0.171428571428571,0.342857142857143,6,12,29,35
"237",1931,0.000424360940785571,"USA","Not Reported","Back Bay Mechanical Harvesting of Oysters Prohibited Area","Back Bay Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,4.2267431,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,3,85,0.688524590163934,0.212121212121212,0.363636363636364,7,12,28,33
"238",1932,0.00358520251773375,"USA","US-NC","North River Mechanical Harvesting of Oysters Prohibited Area","North River Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,34.1398033,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.65,0.35,0.35,7,7,20,20
"239",1934,0.00360947296542777,"USA","US-NC","Newport River Mechanical Harvesting of Oysters Prohibited Area","Newport River Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,33.7387012,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,2,85,0.65,0.35,0.35,7,7,20,20
"240",1937,0.00106840700286405,"USA","Not Reported","The Straits Mechanical Harvesting of Oysters Prohibited Area","The Straits Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,10.4953842,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.65,0.35,0.35,7,7,20,20
"241",1938,0.00991337612049921,"USA","Not Reported","Bogue Sound Mechanical Harvesting of Oysters Prohibited Area","Bogue Sound Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,95.0440639,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,3,85,0.65,0.35,0.35,7,7,20,20
"242",1939,0.00487205272248293,"USA","Not Reported","Back Sound Mechanical Harvesting of Oysters Prohibited Area","Back Sound Mechanical Harvesting of Oysters Prohibited Area","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,45.6557168,"Designated",1976,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.65,0.35,0.35,7,7,20,20
"243",1940,0.0337642396700367,"USA","US-NC","Primary Nursery Areas","Primary Nursery Areas","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,321.87,"Designated",1977,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,13,85,0.804347826086957,0.222222222222222,0.177777777777778,10,8,47,45
"244",1942,0.0186108052879564,"USA","US-NC","Special Secondary Nursery Areas","Special Secondary Nursery Areas","Gear Restricted Area","Gear Restricted Area","National","Not Reported",1,NA,185.1032715,"Designated",1986,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,8,85,0.684210526315789,0.388888888888889,0.277777777777778,7,5,20,18
"245",1943,1.4633233343829e-05,"USA","US-OR","Whale Cove","Whale Cove","Habitat Refuge","Habitat Refuge","National","Not Reported",1,NA,0.13,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.633663366336634,0.210526315789474,0.43859649122807,12,25,44,57
"246",1944,0.00188451330669216,"USA","Not Reported","Anacapa Island State","Anacapa Island State","Marine Conservation Area","Marine Conservation Area","National","Not Reported",1,NA,19.04,"Designated",2003,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.711111111111111,0.288888888888889,0.288888888888889,13,13,45,45
"247",1945,0.000444606084762258,"USA","Not Reported","Painted Cave (Santa Cruz Island) State","Painted Cave (Santa Cruz Island) State","Marine Conservation Area","Marine Conservation Area","National","Not Reported",1,NA,4.49,"Designated",2003,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.694214876033058,0.253968253968254,0.333333333333333,16,21,58,63
"248",1946,0.00728297010178839,"USA","US-RI","Type 2 Low Intensity Use","Type 2 Low Intensity Use","Marine Conservation Area","Marine Conservation Area","National","Not Reported",1,NA,65.9126074,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.794117647058823,0.205882352941176,0.205882352941176,7,7,34,34
"249",1961,0.00375078011524175,"USA","US-CA","Big Creek","Big Creek","State Marine Reserve","State Marine Reserve","National","V",1,NA,37.4941826349,"Designated",1994,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","Site-Specific Management Plan",1,0,"All",37.4941826349,2297,NA,1,85,0.675675675675676,0.195121951219512,0.390243902439024,8,16,33,41
"250",1962,0.000559994942195154,"USA","US-CA","Big Sycamore Canyon","Big Sycamore Canyon","State Marine Reserve","State Marine Reserve","National","V",1,NA,5.73845126566,"Designated",1994,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","MPA Programmatic Management Plan",1,0,"All",5.73845126566,2297,NA,1,85,0.697674418604651,0.365853658536585,0.268292682926829,15,11,45,41
"251",1963,0.000567805925380372,"USA","US-CA","Punta Gorda","Punta Gorda","State Marine Reserve","State Marine Reserve","National","V",1,NA,5.36209303737,"Designated",1994,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","MPA Programmatic Management Plan",1,0,"All",5.36209303737,2297,NA,2,85,0.828571428571429,0.188405797101449,0.159420289855072,13,11,71,69
"252",1964,0.00836189869844782,"USA","US-CA","Vandenberg","Vandenberg","State Marine Reserve","State Marine Reserve","National","V",1,NA,85.0367252787,"Designated",1994,"Sub-national ministry or agency","California Department of Fish and Game","Not Applicable","Site-Specific Management Plan",1,0,"All",85.0367252787,2297,NA,1,85,0.676056338028169,0.566666666666667,0.2,17,6,41,30
"253",1983,0.00021158699022339,"USA","Not Reported","Arena Rock Marine","Arena Rock Marine","Natural Preserve","Natural Preserve","National","Not Reported",1,NA,2.01,"Designated",1987,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.831858407079646,0.11864406779661,0.203389830508475,7,12,54,59
"254",1993,0.0008137045640451,"USA","Not Reported","Ambrose Channel","Ambrose Channel","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,7.5472254,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"255",1994,0.000743080145178281,"USA","Not Reported","Ammo","Ammo","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,6.9256282,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.811594202898551,0.242424242424242,0.151515151515152,8,5,36,33
"256",1995,0.00145826538836747,"USA","Not Reported","Armary Rocks","Armary Rocks","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,13.5508178,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"257",1996,0.000106001083336562,"USA","Not Reported","Atlantic City Sewer Line","Atlantic City Sewer Line","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.9997354,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"258",1997,5.85764840902208e-05,"USA","Not Reported","Atomic Lump","Atomic Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.5516675,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.947368421052632,0.0810810810810811,0.027027027027027,3,1,39,37
"259",1998,0.00145442908658523,"USA","Not Reported","Axel Carlson Reef","Axel Carlson Reef","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,13.5818977,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,3,85,0.828571428571429,0.205882352941176,0.147058823529412,7,5,36,34
"260",1999,0.000624597194383598,"USA","Not Reported","Between the Channels","Between the Channels","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,5.7938034,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"261",2000,0.000332055592149477,"USA","Not Reported","Big Wreck Lump","Big Wreck Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,3.1079857,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.857142857142857,0.285714285714286,0.0357142857142857,8,1,35,28
"262",2001,0.000283812533441737,"USA","Not Reported","Black Bouy Slope","Black Bouy Slope","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,2.6754577,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"263",2002,0.000220830659149153,"USA","Not Reported","Brant Beach Lump","Brant Beach Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,2.0771705,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"264",2003,0.00165128392391233,"USA","Not Reported","Brigantine Hotel","Brigantine Hotel","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,15.5632386,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"265",2004,0.00140201843634459,"USA","Not Reported","Brigantine Shoal","Brigantine Shoal","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,13.2141193,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"266",2005,0.00636262961423252,"USA","Not Reported","Cape May Rips","Cape May Rips","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,60.4244226,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.9,0.157894736842105,0.0526315789473684,6,2,42,38
"267",2006,0.000589729618987327,"USA","Not Reported","Cedar Creek","Cedar Creek","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,5.5244446,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.744186046511628,0.421052631578947,0.157894736842105,8,3,24,19
"268",2007,0.000511874502995151,"USA","Not Reported","Chinese Wreck","Chinese Wreck","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,4.8458678,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"269",2008,0.000347342102807099,"USA","Not Reported","Claim Beds","Claim Beds","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,3.2556151,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.744186046511628,0.421052631578947,0.157894736842105,8,3,24,19
"270",2009,2.10777045535421e-05,"USA","Not Reported","Clam Beds","Clam Beds","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.1968391,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"271",2010,4.95570115329906e-06,"USA","Not Reported","Clam Hill","Clam Hill","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.0466198,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.811594202898551,0.242424242424242,0.151515151515152,8,5,36,33
"272",2011,9.18116803829895e-06,"USA","Not Reported","Clear Mar","Clear Mar","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.0880596,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"273",2012,0.00021407793776709,"USA","Not Reported","Corson Inlet","Corson Inlet","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,2.0253707,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"274",2013,0.000122306558701772,"USA","Not Reported","Cuma Lumps","Cuma Lumps","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.1577247,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"275",2014,0.000378122488479712,"USA","Not Reported","Deep Hole","Deep Hole","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,3.5741836,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"276",2015,0.00148273846299505,"USA","Not Reported","Elberon","Elberon","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,13.7942767,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"277",2016,1.60730908665369e-05,"USA","Not Reported","England Bank","England Bank","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.1528093,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.811594202898551,0.242424242424242,0.151515151515152,8,5,36,33
"278",2017,4.35852087799317e-05,"USA","Not Reported","Enrock","Enrock","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.4092181,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0,Inf,NA,3,0,3,0
"279",2018,0.00045393889808876,"USA","Not Reported","False Hook Channel","False Hook Channel","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,4.2139107,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"280",2019,8.05897471664024e-06,"USA","Not Reported","Harvey Cedars Lump","Harvey Cedars Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.0751097,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"281",2020,0.000183035988099132,"USA","Not Reported","Highland Bridge","Highland Bridge","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.6990322,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"282",2021,0.000321535369280891,"USA","Not Reported","Hotel Slough","Hotel Slough","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,3.053596,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.906666666666667,0.108108108108108,0.0810810810810811,4,3,38,37
"283",2022,3.81781438989669e-05,"USA","Not Reported","Little Beach Lump","Little Beach Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.3600083,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"284",2023,0.00269169380222806,"USA","Not Reported","Little Egg Inlet","Little Egg Inlet","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,25.3456237,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"285",2024,5.75620511426885e-05,"USA","Not Reported","Long Branch Rock Pile","Long Branch Rock Pile","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.5361275,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"286",2025,6.10092119111162e-05,"USA","Not Reported","Lovelaides Lump","Lovelaides Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.5723874,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"287",2026,4.68048606964042e-05,"USA","Not Reported","Lucky Strike Lump","Lucky Strike Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.437708,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.811594202898551,0.242424242424242,0.151515151515152,8,5,36,33
"288",2027,1.67778789506367e-05,"USA","Not Reported","Lucy Evelyn","Lucy Evelyn","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.1579893,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"289",2028,0.000333448022256824,"USA","Not Reported","Mantoloking","Mantoloking","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,3.1131657,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0,Inf,NA,3,0,3,0
"290",2029,0.000695131368067662,"USA","Not Reported","Mussel Bottom","Mussel Bottom","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,6.5966997,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.906666666666667,0.108108108108108,0.0810810810810811,4,3,38,37
"291",2030,6.22150533880953e-05,"USA","Not Reported","Mussel Rocks","Mussel Rocks","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.5801573,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"292",2031,0.000167078538465371,"USA","Not Reported","Ortey Beach","Ortey Beach","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.5617628,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.744186046511628,0.421052631578947,0.157894736842105,8,3,24,19
"293",2032,0.00015580811401345,"USA","Not Reported","Peacock Shaols","Peacock Shaols","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.4737032,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"294",2033,8.72242233292932e-05,"USA","Not Reported","Pineapple","Pineapple","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.8132563,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"295",2034,0.000132582887517408,"USA","Not Reported","Pinus Lump","Pinus Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.2328343,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"296",2035,0.000601795465956872,"USA","Not Reported","Pound Piles","Pound Piles","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,5.659124,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"297",2036,0.000201045666036822,"USA","Not Reported","Ringe Bouy Hills","Ringe Bouy Hills","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.8777414,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0,Inf,NA,3,0,3,0
"298",2037,0.00348953749092862,"USA","Not Reported","Rivens","Rivens","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,32.449961,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"299",2038,0.000724327201702546,"USA","Not Reported","Sandy Hook Channel","Sandy Hook Channel","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,6.7158392,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"300",2039,0.000495688865807432,"USA","Not Reported","Sandy Hook Reef","Sandy Hook Reef","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,4.6049989,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"301",2040,7.10176250672409e-05,"USA","Not Reported","Sandy Island Lump","Sandy Island Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.6682169,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"302",2041,6.0090666328726e-05,"USA","Not Reported","Scotland Buoy","Scotland Buoy","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,0.5620274,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"303",2042,0.00012880694069599,"USA","Not Reported","Sea Isle Lump","Sea Isle Lump","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,1.2172944,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"304",2043,0.000519160710908767,"USA","Not Reported","Seaside","Seaside","Prime Fishing Area","Prime Fishing Area","National","Not Reported",1,NA,4.8562277,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.744186046511628,0.421052631578947,0.157894736842105,8,3,24,19
