"","lat","lon","region","season","bottemp.clim","surftemp.clim","depth","bottemp.clim.int","surftemp.clim.int","latgrid","longrid"
"3508",42.875,289.375,"NEFSC_NEUSSpring",2,4.17133345921424,6.38621915527437,72.7854704965509,4.17133345921424,6.38621915527437,42.5,289.5
"3509",39.875,289.625,"NEFSC_NEUSSpring",2,NA,10.2,347.5,9.3127115347213,10.2,39.5,289.5
"3510",40.125,289.625,"NEFSC_NEUSSpring",2,10.7208088235294,7.00176470588235,152.221496815287,10.7208088235294,7.00176470588235,40.5,289.5
"3511",40.375,289.625,"NEFSC_NEUSSpring",2,7.93372093023256,6.29918604651163,90.843023255814,7.93372093023256,6.29918604651163,40.5,289.5
"3512",40.625,289.625,"NEFSC_NEUSSpring",2,4.99223019125683,5.80691598360656,57.8700057077626,4.99223019125683,5.80691598360656,40.5,289.5
"3513",40.875,289.625,"NEFSC_NEUSSpring",2,4.65593262946204,4.80111350002654,46.9473079735896,4.65593262946204,4.80111350002654,40.5,289.5
"3514",41.125,289.625,"NEFSC_NEUSSpring",2,5.17904263877715,5.37789621882542,34.3230088495575,5.17904263877715,5.37789621882542,41.5,289.5
"3515",41.375,289.625,"NEFSC_NEUSSpring",2,8.5,8.6,24,8.5,8.6,41.5,289.5
"3516",41.875,289.625,"NEFSC_NEUSSpring",2,4.71617037084322,6.53312658679612,32.7082000125478,4.71617037084322,6.53312658679612,41.5,289.5
"3517",42.125,289.625,"NEFSC_NEUSSpring",2,4.0192241409162,6.65529212553658,57.2400873753999,4.0192241409162,6.65529212553658,42.5,289.5
"3518",42.375,289.625,"NEFSC_NEUSSpring",2,4.01959166386968,5.55925779900984,71.2453241341249,4.01959166386968,5.55925779900984,42.5,289.5
"3519",42.625,289.625,"NEFSC_NEUSSpring",2,3.96544955754851,6.75504310390281,94.2841498647269,3.96544955754851,6.75504310390281,42.5,289.5
"3520",42.875,289.625,"NEFSC_NEUSSpring",2,NA,4.16728937728938,121.526753560449,4.82254432934261,4.16728937728938,42.5,289.5
"3521",43.125,289.625,"NEFSC_NEUSSpring",2,4.10198243724037,6.0157505249251,114.535800280437,4.10198243724037,6.0157505249251,43.5,289.5
"3522",43.375,289.625,"NEFSC_NEUSSpring",2,NA,NA,79,4.75709402258791,5.61618844017006,43.5,289.5
"3523",39.875,289.875,"NEFSC_NEUSSpring",2,11.1810256410256,7.53230769230769,229.608974358974,11.1810256410256,7.53230769230769,39.5,289.5
"3524",40.125,289.875,"NEFSC_NEUSSpring",2,11.4525798907365,7.05488350300027,146.880575056162,11.4525798907365,7.05488350300027,40.5,289.5
"3525",40.375,289.875,"NEFSC_NEUSSpring",2,6.46423001949318,5.58888888888889,69.5808966861598,6.46423001949318,5.58888888888889,40.5,289.5
"3526",40.625,289.875,"NEFSC_NEUSSpring",2,5.34110558889722,5.57321830457614,56.3687171792948,5.34110558889722,5.57321830457614,40.5,289.5
"3527",40.875,289.875,"NEFSC_NEUSSpring",2,5.87569130786548,5.86692871025046,28.2622790470663,5.87569130786548,5.86692871025046,40.5,289.5
"3528",41.125,289.875,"NEFSC_NEUSSpring",2,5.84059685650133,5.88009471320678,24.1098550724638,5.84059685650133,5.88009471320678,41.5,289.5
"3529",41.875,289.875,"NEFSC_NEUSSpring",2,6.16073684721928,7.14439679174617,24.3358150701072,6.16073684721928,7.14439679174617,41.5,289.5
"3530",42.125,289.875,"NEFSC_NEUSSpring",2,4.57944577932171,6.27902329883039,62.3450898346047,4.57944577932171,6.27902329883039,42.5,289.5
"3531",42.375,289.875,"NEFSC_NEUSSpring",2,4.30101394976094,6.17743202994013,75.4822837493206,4.30101394976094,6.17743202994013,42.5,289.5
"3532",42.625,289.875,"NEFSC_NEUSSpring",2,4.35894700850599,5.56700765044746,99.9672633948139,4.35894700850599,5.56700765044746,42.5,289.5
"3533",42.875,289.875,"NEFSC_NEUSSpring",2,4.65721268940238,5.61480219108555,140.569431657667,4.65721268940238,5.61480219108555,42.5,289.5
"3534",43.125,289.875,"NEFSC_NEUSSpring",2,4.53569339419795,5.84352201616883,132.636686953549,4.53569339419795,5.84352201616883,43.5,289.5
"3535",43.375,289.875,"NEFSC_NEUSSpring",2,4.24987011427407,5.58048490477556,126.24267378729,4.24987011427407,5.58048490477556,43.5,289.5
"3536",43.625,289.875,"NEFSC_NEUSSpring",2,NA,2.805,91.5,4.77361477083361,2.805,43.5,289.5
"3537",39.875,290.125,"NEFSC_NEUSSpring",2,10.4729885057471,11.5948275862069,253.965517241379,10.4729885057471,11.5948275862069,39.5,290.5
"3538",40.125,290.125,"NEFSC_NEUSSpring",2,9.5625,6.559357696567,109.041085271318,9.5625,6.559357696567,40.5,290.5
"3539",40.375,290.125,"NEFSC_NEUSSpring",2,7.31873106060606,5.9669696969697,79.3776515151515,7.31873106060606,5.9669696969697,40.5,290.5
"3540",40.625,290.125,"NEFSC_NEUSSpring",2,5.75304854740061,5.68911506116208,57.5749235474006,5.75304854740061,5.68911506116208,40.5,290.5
"3541",40.875,290.125,"NEFSC_NEUSSpring",2,4.61560975609756,4.60081300813008,38.9837398373984,4.61560975609756,4.60081300813008,40.5,290.5
"3542",41.125,290.125,"NEFSC_NEUSSpring",2,6.4,6.44,44,6.4,6.44,41.5,290.5
"3543",41.625,290.125,"NEFSC_NEUSSpring",2,4.58800630417652,4.73565011820331,29.8727344365642,4.58800630417652,4.73565011820331,41.5,290.5
"3544",41.875,290.125,"NEFSC_NEUSSpring",2,4.48467803498609,5.16302592732143,55.8165357686034,4.48467803498609,5.16302592732143,41.5,290.5
"3545",42.125,290.125,"NEFSC_NEUSSpring",2,4.80154624163715,5.78391733970838,130.18643670769,4.80154624163715,5.78391733970838,42.5,290.5
"3546",42.375,290.125,"NEFSC_NEUSSpring",2,5.93722426647427,5.2882622411994,200.932718756653,5.93722426647427,5.2882622411994,42.5,290.5
"3547",42.625,290.125,"NEFSC_NEUSSpring",2,6.14530910810418,6.31692841553907,208.267204043421,6.14530910810418,6.31692841553907,42.5,290.5
"3548",42.875,290.125,"NEFSC_NEUSSpring",2,6.4502553813612,5.54996803844718,209.762831134103,6.4502553813612,5.54996803844718,42.5,290.5
"3549",43.125,290.125,"NEFSC_NEUSSpring",2,5.56649953376407,5.58890604248394,166.503130710592,5.56649953376407,5.58890604248394,43.5,290.5
"3550",43.375,290.125,"NEFSC_NEUSSpring",2,4.57193006455948,5.90979198166415,149.825773001508,4.57193006455948,5.90979198166415,43.5,290.5
"3551",43.625,290.125,"NEFSC_NEUSSpring",2,NA,NA,95.4094470046083,4.78303690678518,5.17597800514301,43.5,290.5
"3552",39.875,290.375,"NEFSC_NEUSSpring",2,11.64334682861,8.04523616734143,156.356725146199,11.64334682861,8.04523616734143,39.5,290.5
"3553",40.125,290.375,"NEFSC_NEUSSpring",2,10.4526570048309,6.69194847020934,103.214170692432,10.4526570048309,6.69194847020934,40.5,290.5
"3554",40.375,290.375,"NEFSC_NEUSSpring",2,5.61625547345375,5.96234638319938,73.2433897878571,5.61625547345375,5.96234638319938,40.5,290.5
"3555",40.625,290.375,"NEFSC_NEUSSpring",2,5.20682103170006,5.37723189381797,57.8689193068532,5.20682103170006,5.37723189381797,40.5,290.5
"3556",40.875,290.375,"NEFSC_NEUSSpring",2,4.98334528306736,4.8832142214684,40.6871148459384,4.98334528306736,4.8832142214684,40.5,290.5
"3557",41.125,290.375,"NEFSC_NEUSSpring",2,4.92100879803036,4.96963559351699,32.5408814243401,4.92100879803036,4.96963559351699,41.5,290.5
"3558",41.375,290.375,"NEFSC_NEUSSpring",2,4.35844960744154,4.35400729646697,29.3811989868033,4.35844960744154,4.35400729646697,41.5,290.5
"3559",41.625,290.375,"NEFSC_NEUSSpring",2,4.40624538149425,4.86789575500989,61.6431036961603,4.40624538149425,4.86789575500989,41.5,290.5
"3560",41.875,290.375,"NEFSC_NEUSSpring",2,5.45030026990553,5.24278441295547,173.374099357304,5.45030026990553,5.24278441295547,41.5,290.5
"3561",42.125,290.375,"NEFSC_NEUSSpring",2,6.41883937372207,5.46998709933294,219.202399939242,6.41883937372207,5.46998709933294,42.5,290.5
"3562",42.375,290.375,"NEFSC_NEUSSpring",2,7.02147183834684,5.52121253746254,252.600992083601,7.02147183834684,5.52121253746254,42.5,290.5
"3563",42.625,290.375,"NEFSC_NEUSSpring",2,6.66526733500418,5.96892961570593,259.981238038951,6.66526733500418,5.96892961570593,42.5,290.5
"3564",42.875,290.375,"NEFSC_NEUSSpring",2,6.15414525051367,5.7996448553817,192.499952189031,6.15414525051367,5.7996448553817,42.5,290.5
"3565",43.125,290.375,"NEFSC_NEUSSpring",2,4.93403023561533,4.92308012690869,130.198399079375,4.93403023561533,4.92308012690869,43.5,290.5
"3566",43.375,290.375,"NEFSC_NEUSSpring",2,4.68257202482122,5.29602409818442,160.206994373692,4.68257202482122,5.29602409818442,43.5,290.5
"3567",43.625,290.375,"NEFSC_NEUSSpring",2,4.24273075240595,5.33396216097988,114.263158741187,4.24273075240595,5.33396216097988,43.5,290.5
"3568",39.875,290.625,"NEFSC_NEUSSpring",2,11.3718518518519,8.31333333333333,239.037037037037,11.3718518518519,8.31333333333333,39.5,290.5
"3569",40.125,290.625,"NEFSC_NEUSSpring",2,8.95756840173507,5.52648732065399,98.7192192192192,8.95756840173507,5.52648732065399,40.5,290.5
"3570",40.375,290.625,"NEFSC_NEUSSpring",2,5.4704154247392,5.48770390674899,75.3820346320346,5.4704154247392,5.48770390674899,40.5,290.5
"3571",40.625,290.625,"NEFSC_NEUSSpring",2,5.14135981116585,5.29919642857143,51.2147475369458,5.14135981116585,5.29919642857143,40.5,290.5
"3572",40.875,290.625,"NEFSC_NEUSSpring",2,5.02557142857143,5.21535714285714,47.3302469135802,5.02557142857143,5.21535714285714,40.5,290.5
"3573",41.125,290.625,"NEFSC_NEUSSpring",2,4.45610749766565,4.61371955887178,48.8005667622837,4.45610749766565,4.61371955887178,41.5,290.5
"3574",41.375,290.625,"NEFSC_NEUSSpring",2,4.53026133997684,4.90986467330752,57.6079139149163,4.53026133997684,4.90986467330752,41.5,290.5
"3575",41.625,290.625,"NEFSC_NEUSSpring",2,4.27823232323232,4.70674372890791,101.411475803486,4.27823232323232,4.70674372890791,41.5,290.5
"3576",41.875,290.625,"NEFSC_NEUSSpring",2,5.35453512478438,5.84459811043061,199.843085821899,5.35453512478438,5.84459811043061,41.5,290.5
"3577",42.125,290.625,"NEFSC_NEUSSpring",2,6.01044698277808,5.88790683403304,204.826599860982,6.01044698277808,5.88790683403304,42.5,290.5
"3578",42.375,290.625,"NEFSC_NEUSSpring",2,6.53389294537135,5.93912933688681,235.424888249246,6.53389294537135,5.93912933688681,42.5,290.5
"3579",42.625,290.625,"NEFSC_NEUSSpring",2,6.38319518486743,5.90172304803205,225.820557763815,6.38319518486743,5.90172304803205,42.5,290.5
"3580",42.875,290.625,"NEFSC_NEUSSpring",2,6.21530567170343,5.54180855143323,158.912837474097,6.21530567170343,5.54180855143323,42.5,290.5
"3581",43.125,290.625,"NEFSC_NEUSSpring",2,6.40118847539016,4.73007202881152,187.228212039533,6.40118847539016,4.73007202881152,43.5,290.5
"3582",43.375,290.625,"NEFSC_NEUSSpring",2,5.20296644844517,5.1301390382667,172.910275476803,5.20296644844517,5.1301390382667,43.5,290.5
"3583",43.625,290.625,"NEFSC_NEUSSpring",2,3.97111977497582,5.26870091070118,128.696952967499,3.97111977497582,5.26870091070118,43.5,290.5
"3584",43.875,290.625,"NEFSC_NEUSSpring",2,4.2,5.83333333333333,108.666666666667,4.2,5.83333333333333,43.5,290.5
"3585",39.875,290.875,"NEFSC_NEUSSpring",2,8.8,9.82264150943396,236.924528301887,8.8,9.82264150943396,39.5,290.5
"3586",40.125,290.875,"NEFSC_NEUSSpring",2,10.5551666666667,8.2234,160.604545454545,10.5551666666667,8.2234,40.5,290.5
"3587",40.375,290.875,"NEFSC_NEUSSpring",2,5.85402953093346,5.50467977422253,86.381400892676,5.85402953093346,5.50467977422253,40.5,290.5
"3588",40.625,290.875,"NEFSC_NEUSSpring",2,5.64052272727273,5.17378409090909,74.4615909090909,5.64052272727273,5.17378409090909,40.5,290.5
"3589",40.875,290.875,"NEFSC_NEUSSpring",2,5.09194444444444,5.27388888888889,72.4166666666667,5.09194444444444,5.27388888888889,40.5,290.5
"3590",41.125,290.875,"NEFSC_NEUSSpring",2,4.78378050353402,4.90736418511066,84.0221503235658,4.78378050353402,4.90736418511066,41.5,290.5
"3591",41.375,290.875,"NEFSC_NEUSSpring",2,5.0430588880289,5.44747839267286,125.18545751634,5.0430588880289,5.44747839267286,41.5,290.5
"3592",41.625,290.875,"NEFSC_NEUSSpring",2,5.07478700657895,5.38957346491228,169.449557276929,5.07478700657895,5.38957346491228,41.5,290.5
"3593",41.875,290.875,"NEFSC_NEUSSpring",2,5.7714200773409,5.5566943770053,190.848445914996,5.7714200773409,5.5566943770053,41.5,290.5
"3594",42.125,290.875,"NEFSC_NEUSSpring",2,5.46691245641067,5.3337927445733,179.934522071743,5.46691245641067,5.3337927445733,42.5,290.5
"3595",42.375,290.875,"NEFSC_NEUSSpring",2,6.87875478927203,5.21170224411604,223.475078369906,6.87875478927203,5.21170224411604,42.5,290.5
"3596",42.625,290.875,"NEFSC_NEUSSpring",2,6.47223214285714,5.86307142857143,174.502180177627,6.47223214285714,5.86307142857143,42.5,290.5
"3597",42.875,290.875,"NEFSC_NEUSSpring",2,5.5188606812413,5.73324387947269,175.520483091787,5.5188606812413,5.73324387947269,42.5,290.5
"3598",43.125,290.875,"NEFSC_NEUSSpring",2,5.76325850258803,5.46177508198401,172.551887762711,5.76325850258803,5.46177508198401,43.5,290.5
"3599",43.375,290.875,"NEFSC_NEUSSpring",2,5.53095695703089,5.26125505509491,162.693135827576,5.53095695703089,5.26125505509491,43.5,290.5
"3600",43.625,290.875,"NEFSC_NEUSSpring",2,3.60115164247517,5.19904793735676,112.659253770001,3.60115164247517,5.19904793735676,43.5,290.5
"3601",43.875,290.875,"NEFSC_NEUSSpring",2,4.49166666666667,5.24960317460317,79.9484126984127,4.49166666666667,5.24960317460317,43.5,290.5
"3602",40.125,291.125,"NEFSC_NEUSSpring",2,11.3248795614687,7.46568571588179,153.732234931009,11.3248795614687,7.46568571588179,40.5,291.5
"3603",40.375,291.125,"NEFSC_NEUSSpring",2,7.63284289157171,6.3979322090339,91.1506178434394,7.63284289157171,6.3979322090339,40.5,291.5
"3604",40.625,291.125,"NEFSC_NEUSSpring",2,5.94939732142857,5.8680431547619,70.7088293650794,5.94939732142857,5.8680431547619,40.5,291.5
"3605",40.875,291.125,"NEFSC_NEUSSpring",2,5.07617047110248,5.10583414278776,71.1232394366197,5.07617047110248,5.10583414278776,40.5,291.5
"3606",41.125,291.125,"NEFSC_NEUSSpring",2,5.06951106006063,5.29074300161046,84.0056510625501,5.06951106006063,5.29074300161046,41.5,291.5
"3607",41.375,291.125,"NEFSC_NEUSSpring",2,5.0755303030303,5.31418402777778,134.38658459596,5.0755303030303,5.31418402777778,41.5,291.5
"3608",41.625,291.125,"NEFSC_NEUSSpring",2,5.03139566395664,5.56892953929539,151.135501355014,5.03139566395664,5.56892953929539,41.5,291.5
"3609",41.875,291.125,"NEFSC_NEUSSpring",2,5.12127992277992,5.41382110682111,159.226126126126,5.12127992277992,5.41382110682111,41.5,291.5
"3610",42.125,291.125,"NEFSC_NEUSSpring",2,5.31191041049594,5.48082520920946,155.039340575051,5.31191041049594,5.48082520920946,42.5,291.5
"3611",42.375,291.125,"NEFSC_NEUSSpring",2,6.6510770905627,5.70453919167177,212.27122491283,6.6510770905627,5.70453919167177,42.5,291.5
"3612",42.625,291.125,"NEFSC_NEUSSpring",2,6.32772740434111,5.0116246617988,180.57835000973,6.32772740434111,5.0116246617988,42.5,291.5
"3613",42.875,291.125,"NEFSC_NEUSSpring",2,6.26955359584359,5.72795802570413,171.6889531663,6.26955359584359,5.72795802570413,42.5,291.5
"3614",43.125,291.125,"NEFSC_NEUSSpring",2,5.93399835796388,5.4733210180624,170.164285714286,5.93399835796388,5.4733210180624,43.5,291.5
"3615",43.375,291.125,"NEFSC_NEUSSpring",2,5.08239108409321,5.40844984802432,121.823910840932,5.08239108409321,5.40844984802432,43.5,291.5
"3616",43.625,291.125,"NEFSC_NEUSSpring",2,4.63211813227279,5.56891526598037,118.077622843052,4.63211813227279,5.56891526598037,43.5,291.5
"3617",43.875,291.125,"NEFSC_NEUSSpring",2,4.12330511234126,4.72777054162596,78.9892399787831,4.12330511234126,4.72777054162596,43.5,291.5
"3618",40.125,291.375,"NEFSC_NEUSSpring",2,10.7434047167254,8.895887322671,199.954306722689,10.7434047167254,8.895887322671,40.5,291.5
"3619",40.375,291.375,"NEFSC_NEUSSpring",2,8.40763832658569,6.50782967032967,96.3522508193561,8.40763832658569,6.50782967032967,40.5,291.5
"3620",40.625,291.375,"NEFSC_NEUSSpring",2,5.72791310541311,5.92981837606838,58.5224358974359,5.72791310541311,5.92981837606838,40.5,291.5
"3621",40.875,291.375,"NEFSC_NEUSSpring",2,5.35378472222222,5.2955899859944,57.7229891956783,5.35378472222222,5.2955899859944,40.5,291.5
"3622",41.125,291.375,"NEFSC_NEUSSpring",2,5.66867233067362,5.62987505183582,60.0221494066763,5.66867233067362,5.62987505183582,41.5,291.5
"3623",41.375,291.375,"NEFSC_NEUSSpring",2,5.10242309215561,5.50892135578125,82.3803559856155,5.10242309215561,5.50892135578125,41.5,291.5
"3624",41.625,291.375,"NEFSC_NEUSSpring",2,5.45532162865146,5.63801020408163,148.444612804636,5.45532162865146,5.63801020408163,41.5,291.5
"3625",41.875,291.375,"NEFSC_NEUSSpring",2,5.97708915131709,5.60138591800357,173.766532976827,5.97708915131709,5.60138591800357,41.5,291.5
"3626",42.125,291.375,"NEFSC_NEUSSpring",2,5.67126472762054,5.69567616625364,185.661207664884,5.67126472762054,5.69567616625364,42.5,291.5
"3627",42.375,291.375,"NEFSC_NEUSSpring",2,6.77771510052109,5.5838023581126,191.762925000778,6.77771510052109,5.5838023581126,42.5,291.5
"3628",42.625,291.375,"NEFSC_NEUSSpring",2,6.85217655178013,5.35666575325783,193.951793582808,6.85217655178013,5.35666575325783,42.5,291.5
"3629",42.875,291.375,"NEFSC_NEUSSpring",2,6.67884101192925,5.17589007483744,187.104619016894,6.67884101192925,5.17589007483744,42.5,291.5
"3630",43.125,291.375,"NEFSC_NEUSSpring",2,6.53788975540588,5.11235342077278,183.489667843156,6.53788975540588,5.11235342077278,43.5,291.5
"3631",43.375,291.375,"NEFSC_NEUSSpring",2,5.7009067518503,5.55019463063818,153.463798701299,5.7009067518503,5.55019463063818,43.5,291.5
"3632",43.625,291.375,"NEFSC_NEUSSpring",2,NA,NA,151.081826741996,5.65131289481138,5.14161745477227,43.5,291.5
"3633",43.875,291.375,"NEFSC_NEUSSpring",2,4.16080507044255,4.78967318238077,103.917000363218,4.16080507044255,4.78967318238077,43.5,291.5
"3634",40.125,291.625,"NEFSC_NEUSSpring",2,10.81,12.34,338.5,10.81,12.34,40.5,291.5
"3635",40.375,291.625,"NEFSC_NEUSSpring",2,9.87529985646741,6.56731152904424,129.621474380916,9.87529985646741,6.56731152904424,40.5,291.5
"3636",40.625,291.625,"NEFSC_NEUSSpring",2,6.60692466124661,5.87235677506775,79.9565359477124,6.60692466124661,5.87235677506775,40.5,291.5
"3637",40.875,291.625,"NEFSC_NEUSSpring",2,5.38703003337041,5.36907119021135,51.3212621638651,5.38703003337041,5.36907119021135,40.5,291.5
"3638",41.125,291.625,"NEFSC_NEUSSpring",2,5.53798397435897,5.50879166666667,49.5767948717949,5.53798397435897,5.50879166666667,41.5,291.5
"3639",41.375,291.625,"NEFSC_NEUSSpring",2,5.28210021651717,5.51926519560614,61.3639275869741,5.28210021651717,5.51926519560614,41.5,291.5
"3640",41.625,291.625,"NEFSC_NEUSSpring",2,5.51989766081871,5.72333597615834,55.5993983051146,5.51989766081871,5.72333597615834,41.5,291.5
"3641",41.875,291.625,"NEFSC_NEUSSpring",2,5.93249428683032,5.50673623444509,166.095323114765,5.93249428683032,5.50673623444509,41.5,291.5
"3642",42.125,291.625,"NEFSC_NEUSSpring",2,6.2125,5.067890625,183.635267448325,6.2125,5.067890625,42.5,291.5
"3643",42.375,291.625,"NEFSC_NEUSSpring",2,6.68774509803922,5.97815359477124,204.898774509804,6.68774509803922,5.97815359477124,42.5,291.5
"3644",42.625,291.625,"NEFSC_NEUSSpring",2,7.2049066091954,5.49479166666667,197.033243869795,7.2049066091954,5.49479166666667,42.5,291.5
"3645",42.875,291.625,"NEFSC_NEUSSpring",2,6.62232000455685,4.96315234107997,190.177030644794,6.62232000455685,4.96315234107997,42.5,291.5
"3646",43.125,291.625,"NEFSC_NEUSSpring",2,6.46640088593577,4.49289990629526,197.648645540506,6.46640088593577,4.49289990629526,43.5,291.5
"3647",43.375,291.625,"NEFSC_NEUSSpring",2,6.73333333333333,5.7,172.536585365854,6.73333333333333,5.7,43.5,291.5
"3648",43.625,291.625,"NEFSC_NEUSSpring",2,6.5816026625704,5.00302099334357,189.02725461386,6.5816026625704,5.00302099334357,43.5,291.5
"3649",43.875,291.625,"NEFSC_NEUSSpring",2,4.72000539804573,4.78651993338964,113.662808880732,4.72000539804573,4.78651993338964,43.5,291.5
"3650",44.125,291.625,"NEFSC_NEUSSpring",2,3.9325,4.265,92,3.9325,4.265,44.5,291.5
"3651",40.375,291.875,"NEFSC_NEUSSpring",2,9.84296534028914,6.93303719994544,180.327060716627,9.84296534028914,6.93303719994544,40.5,291.5
"3652",40.625,291.875,"NEFSC_NEUSSpring",2,7.1453141624867,5.73196648426813,87.4786156710746,7.1453141624867,5.73196648426813,40.5,291.5
"3653",40.875,291.875,"NEFSC_NEUSSpring",2,5.55790171451356,5.56933811802233,54.8711379399874,5.55790171451356,5.56933811802233,40.5,291.5
"3654",41.125,291.875,"NEFSC_NEUSSpring",2,5.69895670104614,5.67852727118469,44.5217250686398,5.69895670104614,5.67852727118469,41.5,291.5
"3655",41.375,291.875,"NEFSC_NEUSSpring",2,5.7344764957265,5.77674934968413,42.5235693682899,5.7344764957265,5.77674934968413,41.5,291.5
"3656",41.625,291.875,"NEFSC_NEUSSpring",2,5.62344120879121,5.76245929487179,37.828880513907,5.62344120879121,5.76245929487179,41.5,291.5
"3657",41.875,291.875,"NEFSC_NEUSSpring",2,5.69694154821253,5.43075509296576,127.645484700881,5.69694154821253,5.43075509296576,41.5,291.5
"3658",42.125,291.875,"NEFSC_NEUSSpring",2,7.92027734976888,5.79021327982227,209.276180806886,7.92027734976888,5.79021327982227,42.5,291.5
"3659",42.375,291.875,"NEFSC_NEUSSpring",2,7.00108533051378,5.15209449404762,182.405303030303,7.00108533051378,5.15209449404762,42.5,291.5
"3660",42.625,291.875,"NEFSC_NEUSSpring",2,6.51013420542636,4.8404741726297,186.49948568873,6.51013420542636,4.8404741726297,42.5,291.5
"3661",42.875,291.875,"NEFSC_NEUSSpring",2,6.79095538720539,5.11367003367003,170.09638047138,6.79095538720539,5.11367003367003,42.5,291.5
"3662",43.125,291.875,"NEFSC_NEUSSpring",2,6.89378740970072,5.84669762641899,191.752380952381,6.89378740970072,5.84669762641899,43.5,291.5
"3663",43.375,291.875,"NEFSC_NEUSSpring",2,7.2931632996633,5.16398484848485,204.1257996633,7.2931632996633,5.16398484848485,43.5,291.5
"3664",43.625,291.875,"NEFSC_NEUSSpring",2,7.67241510741511,5.10085196589914,186.068196803197,7.67241510741511,5.10085196589914,43.5,291.5
"3665",43.875,291.875,"NEFSC_NEUSSpring",2,6.16609908908296,4.01740603482539,162.050922196083,6.16609908908296,4.01740603482539,43.5,291.5
"3666",44.125,291.875,"NEFSC_NEUSSpring",2,4.34320536694278,4.4312664990572,108.312169430407,4.34320536694278,4.4312664990572,44.5,291.5
"3667",40.375,292.125,"NEFSC_NEUSSpring",2,10.8707556332556,7.12104045260295,200.29541827853,10.8707556332556,7.12104045260295,40.5,292.5
"3668",40.625,292.125,"NEFSC_NEUSSpring",2,7.81068683491516,5.75572302511744,95.6212818916273,7.81068683491516,5.75572302511744,40.5,292.5
"3669",40.875,292.125,"NEFSC_NEUSSpring",2,5.08610398860399,5.04887108262108,63.8901732754192,5.08610398860399,5.04887108262108,40.5,292.5
"3670",41.125,292.125,"NEFSC_NEUSSpring",2,5.29271924074069,5.42772537857861,46.8836522628477,5.29271924074069,5.42772537857861,41.5,292.5
"3671",41.375,292.125,"NEFSC_NEUSSpring",2,6.07587879057095,5.84413053778725,37.9290406477907,6.07587879057095,5.84413053778725,41.5,292.5
"3672",41.625,292.125,"NEFSC_NEUSSpring",2,6.16674465169395,6.16063993148078,34.0153329855677,6.16674465169395,6.16063993148078,41.5,292.5
"3673",41.875,292.125,"NEFSC_NEUSSpring",2,5.57218014288199,5.7210130476305,68.1930749118544,5.57218014288199,5.7210130476305,41.5,292.5
"3674",42.125,292.125,"NEFSC_NEUSSpring",2,6.68541070659339,5.23215666190926,198.958244658567,6.68541070659339,5.23215666190926,42.5,292.5
"3675",42.375,292.125,"NEFSC_NEUSSpring",2,7.29256566741529,5.53542964554243,199.809366272825,7.29256566741529,5.53542964554243,42.5,292.5
"3676",42.625,292.125,"NEFSC_NEUSSpring",2,7.32577253016591,5.20064231803143,202.446657878412,7.32577253016591,5.20064231803143,42.5,292.5
"3677",42.875,292.125,"NEFSC_NEUSSpring",2,7.13124822132817,5.3983339713679,195.566289599769,7.13124822132817,5.3983339713679,42.5,292.5
"3678",43.125,292.125,"NEFSC_NEUSSpring",2,6.94058286043691,5.65021744501175,198.946363064668,6.94058286043691,5.65021744501175,43.5,292.5
"3679",43.375,292.125,"NEFSC_NEUSSpring",2,8.05480437271062,5.29987237762238,245.668773380707,8.05480437271062,5.29987237762238,43.5,292.5
"3680",43.625,292.125,"NEFSC_NEUSSpring",2,8.074644723093,5.39650568669193,225.819085212638,8.074644723093,5.39650568669193,43.5,292.5
"3681",43.875,292.125,"NEFSC_NEUSSpring",2,NA,4.40221726190476,183.965476190476,6.4777559419914,4.40221726190476,43.5,292.5
"3682",44.125,292.125,"NEFSC_NEUSSpring",2,4.31986205615957,4.24614582016358,100.609182508195,4.31986205615957,4.24614582016358,44.5,292.5
"3683",44.375,292.125,"NEFSC_NEUSSpring",2,NA,NA,75.3736263736264,5.66559818003877,4.56034657445471,44.5,292.5
"3684",40.375,292.375,"NEFSC_NEUSSpring",2,10.8508785853523,6.25069757727652,151.759120022278,10.8508785853523,6.25069757727652,40.5,292.5
"3685",40.625,292.375,"NEFSC_NEUSSpring",2,7.89361782071927,5.47973899624262,109.499008287184,7.89361782071927,5.47973899624262,40.5,292.5
"3686",40.875,292.375,"NEFSC_NEUSSpring",2,5.27274392068328,5.38748845111159,71.2987558027781,5.27274392068328,5.38748845111159,40.5,292.5
"3687",41.125,292.375,"NEFSC_NEUSSpring",2,5.11024468085106,5.21434397163121,53.0639549436796,5.11024468085106,5.21434397163121,41.5,292.5
"3688",41.375,292.375,"NEFSC_NEUSSpring",2,5.86688552188552,5.92864658489659,39.4135167249574,5.86688552188552,5.92864658489659,41.5,292.5
"3689",41.625,292.375,"NEFSC_NEUSSpring",2,5.36933585858586,5.44819612794613,44.1811111111111,5.36933585858586,5.44819612794613,41.5,292.5
"3690",41.875,292.375,"NEFSC_NEUSSpring",2,5.55967826259762,5.65823226538719,42.791277408038,5.55967826259762,5.65823226538719,41.5,292.5
"3691",42.125,292.375,"NEFSC_NEUSSpring",2,6.65707483144532,5.47213417441996,160.586540951363,6.65707483144532,5.47213417441996,42.5,292.5
"3692",42.375,292.375,"NEFSC_NEUSSpring",2,8.16005952380952,5.49363095238095,248.461111111111,8.16005952380952,5.49363095238095,42.5,292.5
